Rk,Player,Age,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,John Drew,23,SF,2,79,19.6,.464,.327,12.2,9.0,10.7,7.0,0.6,0.8,6.7,33.1,0.1,0.0,0.1,.080,2.6,-3.3,-0.7,0.0,
2,Tom McMillen,25,C,2,75,14.8,.565,.000,10.0,23.8,16.6,2.1,0.7,0.0,11.5,15.1,0.1,0.1,0.2,.127,0.3,-1.7,-1.4,0.0,
3,Steve Hawes,27,PF,2,71,9.5,.414,.167,4.5,23.4,13.5,15.8,0.7,1.8,23.7,15.5,-0.1,0.1,0.0,-0.012,-2.0,0.3,-1.7,0.0,
4,Charlie Criss,29,PG,2,65,12.2,.483,.375,0.0,7.3,3.5,7.0,3.1,1.0,15.2,22.1,0.0,0.1,0.0,.021,-2.8,0.9,-1.9,0.0,
5,Eddie Johnson,22,SG,2,64,23.7,.688,.421,3.4,7.4,5.3,15.0,6.2,1.0,18.2,18.7,0.2,0.1,0.3,.243,2.4,5.9,8.3,0.2,
6,Armond Hill,24,PG,2,61,7.3,.477,.267,0.0,5.8,2.8,16.1,1.6,0.0,23.0,15.5,0.0,0.0,0.0,-0.007,-4.1,-1.0,-5.2,0.0,
7,Tree Rollins,22,C,2,51,11.5,.515,.667,6.3,14.0,10.0,2.9,1.0,4.9,16.2,15.8,0.0,0.1,0.1,.049,-2.7,0.6,-2.1,0.0,
8,Ollie Johnson,28,SF,2,21,13.2,.364,.000,5.1,11.3,8.1,15.3,2.4,3.0,0.0,22.8,0.0,0.0,0.0,.036,-1.3,1.0,-0.3,0.0,
9,Tony Robertson,22,SG,2,12,2.1,.363,.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,-0.087,-9.1,-3.9,-12.9,0.0,
10,John Brown,26,SF,2,6,-19.6,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.5,-0.1,0.0,-0.1,-0.475,-19.0,-5.4,-24.4,0.0,
