Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Alex English,28,SF,3,118,18.3,.499,.000,.127,7.2,14.5,10.8,18.5,1.2,1.3,6.4,20.4,0.2,0.0,0.2,.101,3.1,0.1,3.2,0.2,
2,Kiki Vandeweghe,23,PF,3,109,22.1,.668,.000,.419,3.9,14.7,9.1,10.7,0.8,1.9,10.5,20.2,0.4,0.0,0.4,.194,4.6,0.6,5.2,0.2,
3,Dan Issel,33,C,3,103,22.0,.582,.000,.200,8.3,14.4,11.2,7.0,1.3,0.5,9.7,27.2,0.3,0.0,0.3,.142,2.9,-1.2,1.7,0.1,
4,Billy McKinney,26,PG,3,91,15.3,.651,.037,.444,2.3,5.0,3.6,13.3,1.5,0.0,13.4,15.9,0.2,0.0,0.2,.112,0.1,0.1,0.2,0.0,
5,T.R. Dunn,26,SG,3,81,14.7,.575,.000,.615,13.2,11.3,12.3,13.3,4.5,0.6,23.2,10.3,0.1,0.1,0.2,.114,0.8,3.2,4.0,0.1,
6,David Thompson,27,SG,3,66,10.4,.485,.091,.212,6.5,10.4,8.4,11.8,0.7,0.0,18.1,25.9,-0.1,0.0,-0.1,-0.065,-3.2,-2.9,-6.1,-0.1,
7,Kenny Higgs,27,PG,3,54,7.1,.438,.095,.571,2.0,4.2,3.1,13.0,2.5,0.0,16.0,22.5,-0.1,0.0,-0.1,-0.067,-7.5,-0.6,-8.1,-0.1,
8,Glen Gondrezick,26,SF,3,51,14.2,.422,.050,.150,6.3,11.2,8.7,20.9,1.8,1.0,0.0,16.2,0.1,0.0,0.1,.082,0.3,1.4,1.7,0.0,
9,Cedrick Hordges,25,PF,3,45,10.3,.458,.053,.211,4.7,27.9,15.9,5.4,1.0,0.0,16.2,21.3,-0.1,0.0,0.0,-0.041,-3.9,-1.8,-5.7,0.0,
10,James Ray,24,PF,1,2,7.5,,,,0.0,0.0,0.0,0.0,0.0,25.7,,0.0,0.0,0.0,0.0,.070,-9.2,12.7,3.5,0.0,
