Team,R1_Wins,R1_Losses,R2_Wins,R2_Losses,R3_Wins,R3_Losses,R4_Wins,R4_Losses
Philadelphia 76ers,0,0,4,0,4,1,4,0
Los Angeles Lakers,0,0,4,1,4,2,0,4
Milwaukee Bucks,0,0,4,0,1,4,0,0
San Antonio Spurs,0,0,4,1,2,4,0,0
Boston Celtics,2,1,0,4,0,0,0,0
New York Knicks,2,0,0,4,0,0,0,0
Portland Trail Blazers,2,0,1,4,0,0,0,0
Denver Nuggets,2,1,1,4,0,0,0,0
Atlanta Hawks,1,2,0,0,0,0,0,0
New Jersey Nets,0,2,0,0,0,0,0,0
Phoenix Suns,1,2,0,0,0,0,0,0
Seattle SuperSonics,0,2,0,0,0,0,0,0
