Team,R1_Wins,R1_Losses,R2_Wins,R2_Losses,R3_Wins,R3_Losses,R4_Wins,R4_Losses
Seattle SuperSonics,0,0,4,1,4,3,4,1
Washington Bullets,0,0,4,3,4,3,1,4
San Antonio Spurs,0,0,4,3,3,4,0,0
Phoenix Suns,2,1,4,1,3,4,0,0
Philadelphia 76ers,2,0,3,4,0,0,0,0
Atlanta Hawks,2,0,3,4,0,0,0,0
Kansas City Kings,0,0,1,4,0,0,0,0
Los Angeles Lakers,2,1,1,4,0,0,0,0
Houston Rockets,0,2,0,0,0,0,0,0
New Jersey Nets,0,2,0,0,0,0,0,0
Denver Nuggets,1,2,0,0,0,0,0,0
Portland Trail Blazers,1,2,0,0,0,0,0,0
