Team,R1_Wins,R1_Losses,R2_Wins,R2_Losses,R3_Wins,R3_Losses,R4_Wins,R4_Losses
Boston Celtics,0,0,4,0,4,3,4,2
Houston Rockets,2,1,4,3,4,1,2,4
Philadelphia 76ers,2,0,4,3,3,4,0,0
Kansas City Kings,2,1,4,3,1,4,0,0
Chicago Bulls,2,0,0,4,0,0,0,0
Milwaukee Bucks,0,0,3,4,0,0,0,0
San Antonio Spurs,0,0,3,4,0,0,0,0
Phoenix Suns,0,0,3,4,0,0,0,0
New York Knicks,0,2,0,0,0,0,0,0
Indiana Pacers,0,2,0,0,0,0,0,0
Los Angeles Lakers,1,2,0,0,0,0,0,0
Portland Trail Blazers,1,2,0,0,0,0,0,0
