Team,R1_Wins,R1_Losses,R2_Wins,R2_Losses,R3_Wins,R3_Losses,R4_Wins,R4_Losses
Washington Bullets,2,0,4,2,4,2,4,3
Seattle SuperSonics,2,1,4,2,4,2,3,4
Philadelphia 76ers,0,0,4,0,2,4,0,0
Denver Nuggets,0,0,4,3,2,4,0,0
New York Knicks,2,0,0,4,0,0,0,0
San Antonio Spurs,0,0,2,4,0,0,0,0
Milwaukee Bucks,2,0,3,4,0,0,0,0
Portland Trail Blazers,0,0,2,4,0,0,0,0
Cleveland Cavaliers,0,2,0,0,0,0,0,0
Atlanta Hawks,0,2,0,0,0,0,0,0
Phoenix Suns,0,2,0,0,0,0,0,0
Los Angeles Lakers,1,2,0,0,0,0,0,0
