Team,R1_Wins,R1_Losses,R2_Wins,R2_Losses,R3_Wins,R3_Losses,R4_Wins,R4_Losses
Portland Trail Blazers,2,1,4,2,4,0,4,2
Philadelphia 76ers,0,0,4,3,4,2,2,4
Houston Rockets,0,0,4,2,2,4,0,0
Los Angeles Lakers,0,0,4,3,0,4,0,0
Washington Bullets,2,1,2,4,0,0,0,0
Boston Celtics,2,0,3,4,0,0,0,0
Golden State Warriors,2,1,3,4,0,0,0,0
Denver Nuggets,0,0,2,4,0,0,0,0
San Antonio Spurs,0,2,0,0,0,0,0,0
Cleveland Cavaliers,1,2,0,0,0,0,0,0
Detroit Pistons,1,2,0,0,0,0,0,0
Chicago Bulls,1,2,0,0,0,0,0,0
