Team,R1_Wins,R1_Losses,R2_Wins,R2_Losses,R3_Wins,R3_Losses,R4_Wins,R4_Losses
Los Angeles Lakers,0,0,4,1,4,1,4,2
Philadelphia 76ers,2,0,4,1,4,1,2,4
Boston Celtics,0,0,4,0,1,4,0,0
Seattle SuperSonics,2,1,4,3,1,4,0,0
Houston Rockets,2,1,0,4,0,0,0,0
Atlanta Hawks,0,0,1,4,0,0,0,0
Phoenix Suns,2,1,1,4,0,0,0,0
Milwaukee Bucks,0,0,3,4,0,0,0,0
San Antonio Spurs,1,2,0,0,0,0,0,0
Washington Bullets,0,2,0,0,0,0,0,0
Kansas City Kings,1,2,0,0,0,0,0,0
Portland Trail Blazers,1,2,0,0,0,0,0,0
