Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,George Gervin,27,SG,3,122,28.2,.573,.027,.405,7.7,10.2,8.9,18.3,2.0,1.4,9.4,33.4,0.5,0.0,0.5,.181,6.4,0.4,6.8,0.3,
2,Mark Olberding,23,SF,3,97,14.1,.586,.000,.174,5.4,19.9,12.3,16.1,1.0,0.6,10.8,12.1,0.2,0.0,0.2,.090,-1.9,1.1,-0.9,0.0,
3,James Silas,30,PG,3,90,16.4,.526,.000,.306,1.2,7.6,4.2,15.1,3.3,0.6,10.9,21.5,0.1,0.0,0.1,.059,-2.1,1.7,-0.4,0.0,
4,Larry Kenon,27,PF,3,81,3.5,.335,.000,.324,7.7,9.8,8.7,6.9,0.0,0.0,11.4,22.9,-0.2,-0.1,-0.3,-0.178,-7.6,-4.6,-12.2,-0.2,
5,John Shumate,27,PF,3,78,11.7,.492,.000,.150,9.4,8.7,9.1,8.8,2.5,2.8,19.0,14.3,0.0,0.0,0.0,.006,-3.6,1.2,-2.4,0.0,
6,Kevin Restani,28,SF,3,74,18.6,.594,.036,.321,11.3,12.3,11.7,6.6,0.0,0.7,5.9,19.4,0.2,-0.1,0.2,.112,1.3,-1.7,-0.3,0.0,
7,Mike Gale,29,PG,3,69,15.1,.455,.200,.350,1.5,8.2,4.7,32.0,3.6,0.0,11.5,16.0,0.1,0.0,0.1,.042,-1.8,2.0,0.2,0.0,
8,Paul Griffin,26,C,3,69,9.0,.601,.000,.429,4.5,19.7,11.8,11.8,0.0,0.8,29.6,14.5,0.0,0.0,0.0,-0.016,-5.1,-0.5,-5.6,-0.1,
9,Tim Bassett,28,PF,3,19,-4.4,.500,.000,.000,5.5,0.0,2.9,0.0,0.0,0.0,33.3,6.7,0.0,0.0,0.0,-0.095,-13.0,-2.3,-15.2,-0.1,
10,Mike Evans,24,SG,2,12,29.1,.564,.500,.500,0.0,18.9,9.1,28.2,0.0,0.0,0.0,34.4,0.1,0.0,0.1,.291,7.2,0.4,7.6,0.0,
11,Wiley Peck,22,SF,2,9,-3.7,.000,.000,.000,0.0,37.8,18.1,0.0,0.0,6.1,0.0,14.1,-0.1,0.0,-0.1,-0.283,-13.0,-2.1,-15.1,0.0,
