Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Dennis Johnson,27,SG,7,271,16.2,.523,.023,.295,5.0,7.5,6.2,16.1,2.6,0.8,14.4,25.3,0.2,0.0,0.3,.046,-0.6,-0.6,-1.1,0.1,
2,Kyle Macy,24,PG,7,243,11.3,.495,.124,.180,4.8,5.1,4.9,14.3,1.3,0.2,11.9,17.6,0.2,-0.1,0.1,.026,-2.3,-1.7,-4.0,-0.1,
3,Alvan Adams,27,C,7,233,18.9,.566,.000,.304,8.6,15.6,11.9,14.7,2.8,2.3,16.8,21.1,0.3,0.1,0.5,.095,1.1,1.2,2.3,0.3,
4,Truck Robinson,30,PF,7,213,15.7,.551,.000,.125,6.9,20.8,13.6,11.8,1.1,0.2,10.6,17.4,0.3,0.0,0.3,.074,0.1,-1.0,-0.8,0.1,
5,Rich Kelley,28,C,7,191,15.4,.541,.000,.370,9.9,17.8,13.7,19.1,1.5,0.8,16.0,15.4,0.3,0.0,0.4,.089,-0.1,0.5,0.4,0.1,
6,Walter Davis,27,SF,7,173,20.0,.502,.026,.207,3.0,11.2,6.9,26.1,1.3,0.3,8.7,31.5,0.3,0.0,0.3,.086,1.2,-1.6,-0.4,0.1,
7,Larry Nance,22,PF,7,128,18.1,.606,.000,.195,10.7,16.8,13.6,7.1,3.6,4.5,21.2,17.4,0.1,0.1,0.2,.080,-0.5,2.5,2.0,0.1,
8,Alvin Scott,26,SF,7,127,13.2,.450,.125,.250,6.6,7.2,6.9,12.9,2.9,5.4,12.3,12.5,0.0,0.1,0.1,.045,-0.5,3.1,2.6,0.1,
9,Jeff Cook,25,PF,7,45,13.0,.500,.000,.000,14.0,7.6,10.9,17.8,2.1,2.4,20.0,8.7,0.1,0.0,0.1,.071,0.3,1.5,1.7,0.0,
10,Dudley Bradley,24,SG,7,24,-0.9,.296,.000,.125,0.0,4.7,2.3,23.6,1.9,2.2,37.2,22.0,-0.1,0.0,-0.1,-0.290,-10.1,-2.7,-12.8,-0.1,
11,Joel Kramer,26,PF,4,20,23.4,.721,.000,.429,10.5,17.0,13.6,7.0,2.3,0.0,10.7,18.3,0.1,0.0,0.1,.203,3.8,0.7,4.5,0.0,
12,Craig Dykema,22,SF,6,12,-4.4,.167,.000,.000,0.0,37.8,18.2,9.5,0.0,0.0,14.3,22.9,-0.1,0.0,-0.1,-0.310,-16.1,-4.7,-20.8,-0.1,
