Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Frank Johnson,23,PG,7,280,12.0,.469,.115,.269,2.7,6.2,4.4,33.6,1.8,0.0,20.0,21.7,-0.1,0.3,0.2,.038,1.8,-1.3,0.5,0.2,
2,Greg Ballard,27,SF,7,268,13.4,.419,.000,.250,9.0,17.7,13.2,12.9,2.6,0.7,9.8,19.2,0.0,0.5,0.5,.085,1.7,1.2,2.8,0.3,
3,Rick Mahorn,23,PF,7,242,10.9,.467,.000,.192,6.3,22.4,14.2,8.4,2.1,1.2,16.8,16.5,-0.1,0.5,0.3,.066,-0.7,1.1,0.4,0.1,
4,Jeff Ruland,23,C,7,237,16.0,.574,.013,.709,13.4,18.0,15.6,3.5,0.6,1.0,18.2,22.4,0.3,0.3,0.6,.130,2.3,-1.6,0.7,0.2,
5,Spencer Haywood,32,PF,7,231,18.2,.537,.000,.304,7.6,11.5,9.5,5.8,0.9,3.6,10.3,26.4,0.3,0.3,0.7,.136,3.8,0.3,4.2,0.3,
6,Kevin Grevey,28,SG,7,159,11.5,.513,.143,.339,1.4,5.8,3.5,11.1,0.9,0.4,8.5,18.5,0.2,0.2,0.3,.102,1.9,-0.5,1.4,0.1,
7,Don Collins,23,SG,7,149,6.0,.457,.000,.159,6.6,10.1,8.3,6.3,1.3,0.4,18.9,16.3,-0.2,0.2,0.0,.009,-3.7,0.0,-3.7,-0.1,
8,John Lucas,28,PG,7,74,20.1,.567,.115,.115,0.0,12.5,6.1,46.6,2.0,0.8,12.8,17.7,0.2,0.1,0.3,.198,5.8,2.0,7.9,0.2,
9,Charles Davis,23,SF,6,52,3.2,.447,.059,.118,2.1,8.9,5.4,9.1,1.0,1.1,28.1,20.0,-0.2,0.1,-0.1,-0.095,-5.0,-0.7,-5.7,0.0,
10,Jim Chones,32,C,5,30,2.4,.242,.000,.333,3.6,19.2,11.2,9.5,1.7,3.9,8.8,15.8,-0.1,0.1,0.0,-0.057,-7.1,1.9,-5.2,0.0,
11,Garry Witts,22,SF,4,28,10.1,.868,.000,1.000,7.8,4.1,6.0,10.2,1.8,0.0,0.0,4.3,0.1,0.0,0.1,.188,0.4,2.4,2.8,0.0,
12,Carlos Terry,25,SG,3,5,3.4,,,,0.0,23.1,11.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.066,-2.4,0.1,-2.3,0.0,
