Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,George Gervin,29,SG,9,373,18.5,.511,.013,.311,5.1,13.8,9.2,17.7,1.3,0.6,10.7,30.6,0.5,0.2,0.7,.092,2.4,-0.6,1.8,0.4,
2,Mike Mitchell,26,SF,9,365,16.7,.575,.000,.337,7.7,13.5,10.4,3.0,0.6,0.1,11.0,23.5,0.7,0.1,0.8,.102,2.0,-2.0,0.1,0.2,
3,Mark Olberding,25,PF,9,328,11.2,.494,.008,.258,6.1,12.7,9.2,13.3,1.3,1.0,16.8,19.3,0.0,0.2,0.2,.027,-1.6,-0.1,-1.6,0.0,
4,Johnny Moore,23,PG,9,292,16.9,.501,.037,.329,3.1,8.3,5.5,41.8,2.4,1.1,13.8,14.7,0.6,0.2,0.8,.124,2.0,1.8,3.9,0.4,
5,Dave Corzine,25,C,9,258,16.1,.504,.000,.321,14.7,20.0,17.2,9.3,1.1,1.9,14.2,21.5,0.2,0.2,0.4,.080,0.5,-0.7,-0.2,0.1,
6,Mike Bratz,26,PG,9,180,9.6,.381,.346,.192,1.1,7.3,4.1,32.8,2.4,0.0,17.5,15.0,-0.1,0.1,0.0,.007,-2.1,0.3,-1.8,0.0,
7,George Johnson,33,C,9,175,8.9,.539,.000,.625,6.8,21.3,13.7,7.9,1.6,4.7,28.2,3.2,0.1,0.2,0.3,.090,-3.1,4.2,1.1,0.1,
8,Gene Banks,22,SF,9,146,15.2,.461,.015,.154,14.4,16.5,15.4,8.9,1.3,1.1,8.0,20.3,0.1,0.1,0.2,.065,1.3,-0.8,0.5,0.1,
9,Ed Rains,25,SF,5,30,11.0,.502,.000,1.500,10.0,18.3,13.9,4.2,1.6,0.0,9.1,14.4,0.0,0.0,0.0,.074,-2.7,0.5,-2.2,0.0,
10,Roger Phegley,25,SG,5,6,-34.8,.000,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,60.0,32.8,-0.1,0.0,-0.1,-0.964,-30.7,-12.5,-43.2,-0.1,
11,Rich Yonakor,23,PF,2,4,29.6,.500,.000,.000,0.0,27.4,13.1,38.7,11.8,0.0,0.0,19.7,0.0,0.0,0.0,.313,5.0,13.7,18.6,0.0,
12,John Lambert,29,PF,2,3,5.4,.000,1.000,.000,0.0,36.5,17.4,37.2,0.0,0.0,0.0,13.1,0.0,0.0,0.0,-0.135,-2.7,1.4,-1.4,0.0,
