Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Terry Porter,25,PG,81,81,3102,17.7,.555,.191,.283,2.9,10.2,6.4,32.8,2.2,0.2,16.1,19.1,6.5,2.6,9.2,.142,2.6,-0.4,2.3,3.3,
2,Clyde Drexler,26,SG,78,78,3064,23.6,.555,.062,.328,9.9,11.9,10.9,22.2,3.2,1.0,11.6,27.2,8.8,3.8,12.6,.197,5.4,1.1,6.5,6.6,AS
3,Jerome Kersey,26,SF,76,76,2716,16.6,.511,.018,.327,9.5,15.8,12.6,12.2,2.3,1.8,11.4,20.8,3.5,3.3,6.8,.121,0.8,0.6,1.4,2.3,
4,Kevin Duckworth,24,C,79,79,2662,13.9,.531,.002,.369,9.7,16.4,12.9,3.1,1.0,1.1,12.9,22.4,2.5,2.3,4.8,.086,-1.4,-2.0,-3.5,-1.0,AS
5,Steve Johnson,31,C,72,11,1477,12.4,.536,.000,.434,9.6,17.0,13.2,9.7,0.6,1.7,17.2,21.2,0.5,1.3,1.7,.056,-2.6,-1.0,-3.6,-0.6,
6,Caldwell Jones,38,PF,72,40,1279,6.8,.481,.005,.333,7.2,18.6,12.7,5.3,0.9,3.9,28.3,8.8,-0.6,1.5,0.8,.031,-4.4,1.3,-3.1,-0.3,
7,Richard Anderson,28,PF,72,3,1082,12.0,.509,.405,.109,6.0,17.5,11.6,11.4,1.9,0.6,12.9,14.9,0.9,1.2,2.1,.093,-0.2,0.2,0.1,0.6,
8,Danny Young,26,PG,48,2,952,11.8,.534,.200,.256,1.9,6.7,4.2,15.9,2.7,0.2,13.9,13.1,1.0,0.8,1.8,.091,-1.1,1.2,0.0,0.5,
9,Adrian Branch,25,SF,67,4,811,15.7,.509,.071,.275,8.2,9.6,8.8,10.8,2.6,0.2,11.6,26.3,0.7,0.8,1.5,.087,-0.4,-1.0,-1.4,0.1,
10,Mark Bryant,23,PF,56,32,803,9.1,.505,.000,.279,8.5,15.9,12.1,5.3,1.2,0.5,12.9,15.3,0.4,0.7,1.1,.063,-3.5,-0.7,-4.2,-0.5,
11,Kiki Vandeweghe,30,PF,18,1,432,14.6,.542,.175,.152,2.7,6.2,4.4,11.4,0.7,0.5,7.2,22.3,0.8,0.2,1.0,.112,0.7,-2.3,-1.6,0.1,
12,Sam Bowie,27,C,20,0,412,13.7,.490,.046,.320,9.2,19.1,14.0,11.4,0.8,4.7,15.9,19.4,0.0,0.5,0.5,.063,-0.8,1.0,0.2,0.2,
13,Jerry Sichting,32,PG,25,1,390,8.8,.474,.115,.077,2.4,5.8,4.0,18.6,1.8,0.0,18.9,13.1,0.0,0.2,0.2,.030,-2.3,-0.8,-3.1,-0.1,
14,Brook Steppe,29,PG,27,2,244,12.0,.546,.115,.474,5.6,8.7,7.1,8.2,2.1,0.2,12.1,16.9,0.4,0.2,0.6,.113,-1.6,0.0,-1.6,0.0,
15,Clinton Wheeler,29,PG,20,0,211,10.3,.496,.022,.222,6.0,3.7,4.9,18.8,4.2,0.0,26.7,12.3,0.0,0.2,0.2,.047,-2.2,2.1,-0.1,0.1,
16,Craig Neal,24,PG,21,0,159,4.3,.348,.257,.057,2.0,5.6,3.8,23.3,2.6,0.0,28.1,12.1,-0.2,0.1,-0.1,-0.032,-5.8,0.3,-5.5,-0.1,
17,Rolando Ferreira,24,C,12,0,34,-7.6,.209,.000,.444,12.4,29.7,20.8,3.3,0.0,1.7,21.8,31.2,-0.3,0.0,-0.2,-0.352,-16.7,-6.4,-23.2,-0.2,
