Rk,Player,Age,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Marvin Webster,25,C,22,904,16.8,.533,.429,10.6,22.1,16.3,9.5,0.3,3.3,18.2,18.1,1.0,1.3,2.3,.122,1.0,0.5,1.5,0.8,
2,Dennis Johnson,23,SG,22,827,13.9,.486,.541,5.7,6.7,6.2,12.9,1.3,1.4,13.3,20.5,0.8,0.7,1.5,.086,0.8,-0.3,0.5,0.5,
3,Jack Sikma,22,PF,22,701,15.1,.524,.368,7.2,18.8,12.9,5.8,1.2,0.8,10.9,18.5,1.2,0.9,2.1,.145,-0.1,-0.1,-0.2,0.3,
4,Gus Williams,24,PG,22,701,20.4,.518,.310,4.3,8.2,6.3,21.2,3.1,0.9,12.2,25.4,1.4,0.9,2.3,.155,2.9,1.6,4.6,1.2,
5,Paul Silas,34,PF,22,605,10.0,.444,.638,12.2,19.4,15.8,7.7,1.0,0.5,19.9,10.0,0.3,0.7,1.0,.080,-0.7,-0.1,-0.8,0.2,
6,John Johnson,30,SF,22,596,10.0,.454,.205,5.9,11.1,8.5,14.1,0.6,0.5,17.6,20.0,-0.2,0.5,0.2,.019,-1.8,-1.4,-3.2,-0.2,
7,Fred Brown,29,SG,22,575,19.9,.501,.264,2.8,5.5,4.2,16.5,1.9,0.2,7.5,28.8,1.3,0.5,1.8,.151,2.8,-0.3,2.5,0.7,
8,Wally Walker,23,SF,20,261,9.3,.482,.306,7.7,7.1,7.4,6.7,1.5,0.8,15.7,17.7,0.1,0.2,0.3,.060,-3.0,-0.4,-3.4,-0.1,
9,Bruce Seals,24,SF,9,92,6.7,.337,.189,8.8,13.4,11.1,12.5,1.0,1.1,13.0,20.2,-0.2,0.1,-0.1,-0.036,-4.1,-1.1,-5.2,-0.1,
10,Joe Hassett,22,SG,8,22,18.4,.538,.000,0.0,9.4,4.6,0.0,2.2,0.0,7.1,25.6,0.0,0.0,0.0,.108,0.2,0.8,1.0,0.0,
11,Al Fleming,23,SF,5,21,8.2,.451,.667,4.8,14.7,9.7,13.1,2.3,0.0,20.5,18.7,0.0,0.0,0.0,.038,-5.2,1.2,-4.0,0.0,
