Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Dirk Nowitzki,30,PF,10,10,394,28.4,.635,.124,.547,3.9,26.6,15.8,15.2,1.2,1.7,9.8,28.2,1.7,0.2,2.0,.238,6.2,0.6,6.9,0.9,
2,Jason Kidd,35,PG,10,10,386,16.8,.621,.566,.241,2.3,15.6,9.2,23.8,3.0,0.6,17.9,13.7,0.8,0.2,1.0,.127,2.3,1.5,3.8,0.6,
3,Jason Terry,31,SG,10,1,325,12.0,.514,.468,.238,2.4,8.0,5.3,9.9,1.0,0.8,10.3,22.7,0.1,0.0,0.1,.017,0.8,-2.9,-2.1,0.0,
4,Josh Howard,28,SF,10,10,295,16.0,.528,.250,.383,4.4,16.4,10.6,8.0,1.6,1.1,12.3,27.4,0.1,0.1,0.2,.039,0.1,-1.5,-1.4,0.0,
5,Erick Dampier,33,C,10,10,255,9.8,.630,.000,.583,12.6,16.6,14.7,4.2,0.8,2.9,29.6,11.9,0.1,0.1,0.2,.045,-2.8,-0.5,-3.2,-0.1,
6,J.J. Barea,24,SG,10,4,221,13.5,.495,.225,.183,1.7,9.1,5.6,25.6,0.7,0.0,7.3,17.8,0.3,0.0,0.3,.062,0.6,-1.8,-1.1,0.0,
7,Brandon Bass,23,C,10,0,192,22.8,.638,.000,.517,8.7,17.2,13.1,6.4,1.9,1.7,5.2,19.2,0.8,0.1,0.9,.220,3.1,0.4,3.5,0.3,
8,Antoine Wright,24,SF,10,5,167,12.0,.617,.488,.256,3.9,5.6,4.8,9.7,1.0,1.0,7.7,14.7,0.4,0.0,0.4,.109,-0.2,0.1,-0.1,0.1,
9,Ryan Hollins,24,C,9,0,84,10.9,.598,.000,.714,13.8,21.1,17.6,1.8,0.6,3.9,17.9,12.6,0.1,0.0,0.2,.096,-4.2,0.8,-3.4,0.0,
10,James Singleton,27,PF,9,0,42,5.6,.551,.500,.200,6.1,11.2,8.8,0.0,0.0,2.0,15.5,14.5,0.0,0.0,0.0,-0.012,-4.3,-2.3,-6.6,0.0,
11,Gerald Green,23,SG,6,0,26,-2.0,.349,.357,.286,0.0,9.1,4.7,0.0,2.1,0.0,11.3,32.4,-0.1,0.0,-0.1,-0.267,-10.3,-4.9,-15.2,-0.1,
12,Matt Carroll,28,SG,4,0,14,0.2,.500,.000,.000,0.0,16.8,8.8,0.0,0.0,0.0,33.3,10.2,0.0,0.0,0.0,-0.107,-7.6,-1.0,-8.6,0.0,
