Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Dominique Wilkins,24,SF,5,197,16.5,.492,.012,.369,11.9,13.5,12.6,10.5,3.1,0.3,13.3,24.7,0.0,0.2,0.2,.059,1.9,-0.2,1.7,0.2,
2,Dan Roundfield,30,PF,5,191,12.2,.509,.014,.507,7.0,22.3,14.0,7.6,0.5,2.5,18.4,23.4,-0.2,0.2,0.0,.001,-1.2,-0.8,-2.0,0.0,
3,Tree Rollins,28,C,5,152,4.8,.438,.000,.320,7.3,21.1,13.6,1.0,0.7,4.5,27.8,11.2,-0.3,0.2,-0.1,-0.030,-6.0,0.5,-5.5,-0.1,
4,Johnny Davis,28,PG,5,131,11.9,.434,.000,.109,1.7,8.1,4.6,33.9,0.4,0.0,6.5,20.3,0.0,0.0,0.1,.025,0.0,-1.8,-1.7,0.0,
5,Doc Rivers,22,PG,5,130,23.5,.679,.094,1.281,6.0,3.1,4.7,21.0,4.8,2.1,15.2,19.6,0.5,0.2,0.7,.247,5.4,4.8,10.2,0.4,
6,Eddie Johnson,28,SG,5,123,13.2,.424,.111,.407,1.8,7.6,4.4,35.2,2.5,0.0,9.9,24.9,-0.1,0.1,0.0,.009,0.1,-0.2,0.0,0.1,
7,Randy Wittman,24,SG,5,96,14.4,.541,.000,.000,5.8,5.6,5.7,22.9,0.5,0.0,9.8,18.5,0.1,0.0,0.1,.064,2.5,-1.2,1.3,0.1,
8,Rickey Brown,25,C,5,83,9.1,.571,.000,.571,6.7,22.5,13.9,4.1,0.0,0.8,16.0,16.3,0.1,0.1,0.1,.067,-4.0,-0.8,-4.9,-0.1,
9,Mike Glenn,28,SG,5,53,3.8,.357,.000,.000,2.1,10.1,5.7,15.4,1.9,0.0,12.5,13.1,-0.1,0.0,0.0,-0.036,-6.5,0.6,-5.9,-0.1,
10,Scott Hastings,23,PF,5,32,3.6,.325,.000,.444,7.0,25.0,15.2,4.8,1.6,0.0,15.7,17.2,-0.1,0.0,-0.1,-0.083,-6.2,-1.7,-7.9,0.0,
11,Billy Paultz,35,C,2,7,1.6,.333,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,0.0,0.0,-0.112,-3.9,-4.8,-8.7,0.0,
12,Mark Landsberger,28,PF,2,5,-3.4,.000,.000,.000,22.3,0.0,12.2,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,-0.117,-7.8,-6.8,-14.6,0.0,
