Rk,Player,Age,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Julius Erving,28,SF,9,372,22.1,.568,.390,8.5,11.0,9.8,20.7,2.2,2.3,15.9,24.9,1.0,0.4,1.3,.174,5.6,0.7,6.4,0.8,
2,Maurice Cheeks,22,PG,9,330,21.4,.580,.463,4.3,6.6,5.5,26.2,5.1,0.6,16.6,20.4,0.8,0.5,1.3,.186,3.6,3.4,7.0,0.8,
3,Caldwell Jones,28,C,9,320,16.2,.544,.404,12.6,26.1,19.7,8.3,0.6,3.5,16.7,15.2,0.5,0.4,0.9,.142,1.2,0.4,1.6,0.3,
4,Bobby Jones,27,PF,9,260,14.7,.599,.299,5.0,11.9,8.6,9.8,0.9,0.8,13.2,16.9,0.6,0.2,0.7,.136,1.3,-0.6,0.7,0.2,
5,Darryl Dawkins,22,C,9,255,18.7,.568,.443,9.0,23.8,16.7,6.6,0.4,3.2,11.8,21.8,0.6,0.3,0.9,.171,1.1,-0.2,0.9,0.2,
6,Henry Bibby,29,PG,9,231,7.9,.449,.448,3.8,4.7,4.3,22.3,0.8,0.0,21.5,17.1,0.0,0.0,0.0,.001,-2.1,-2.1,-4.2,-0.1,
7,Steve Mix,31,SF,9,179,14.6,.572,.254,7.3,12.8,10.2,11.8,1.5,0.0,14.4,16.5,0.4,0.1,0.5,.129,1.2,-0.5,0.8,0.1,
8,Eric Money,23,PG,8,129,5.7,.430,.066,5.1,3.9,4.4,23.5,1.1,0.0,26.0,25.4,-0.3,0.0,-0.3,-0.111,-4.6,-3.8,-8.4,-0.2,
9,Al Skinner,26,SG,5,47,14.7,.439,.471,11.6,10.6,11.1,29.2,2.9,1.1,22.6,21.8,0.0,0.1,0.1,.057,0.7,0.9,1.6,0.0,
10,Joe Bryant,24,PF,7,35,7.3,.391,.077,0.0,2.8,1.5,17.8,1.3,0.0,6.9,31.9,0.0,0.0,0.0,-0.051,-6.1,-3.1,-9.2,-0.1,
11,Marlon Redmond,23,SG,1,2,-29.5,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6,0.0,0.0,0.0,-0.806,-25.1,-16.5,-41.5,0.0,
