Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Scott Wedman,27,SF,3,116,19.4,.494,.047,.172,5.2,14.9,9.7,12.6,0.4,1.5,2.8,25.2,0.3,0.1,0.4,.147,4.0,-0.2,3.8,0.2,
2,Otis Birdsong,24,SG,3,112,19.0,.484,.048,.226,9.9,12.3,11.0,10.4,1.8,0.0,8.1,27.3,0.1,0.1,0.2,.086,2.7,-0.5,2.2,0.1,
3,Phil Ford,23,PG,3,110,17.1,.543,.093,.256,0.0,6.3,2.9,34.4,2.3,0.0,20.1,22.5,0.1,0.1,0.2,.087,2.5,-0.1,2.4,0.1,
4,Sam Lacey,31,C,3,101,11.0,.439,.048,.190,6.0,18.2,11.7,16.3,3.5,1.2,26.0,12.6,-0.1,0.1,0.1,.038,-1.9,3.5,1.6,0.1,
5,Reggie King,22,PF,3,77,13.6,.501,.000,.429,9.2,26.9,17.4,7.0,0.7,0.0,7.4,14.4,0.1,0.1,0.2,.112,-0.5,-0.2,-0.7,0.0,
6,Bill Robinzine,27,PF,3,69,16.3,.581,.000,.417,10.2,18.4,14.0,0.0,2.2,0.0,17.4,20.6,0.1,0.1,0.1,.095,0.0,-0.6,-0.6,0.0,
7,Len Elmore,27,C,3,43,6.7,.324,.000,.154,14.1,13.4,13.7,3.0,3.5,1.4,22.4,17.2,-0.1,0.1,-0.1,-0.073,-5.2,-0.7,-5.9,0.0,
8,Billy McKinney,24,PG,3,34,6.6,.400,.200,.000,5.9,3.4,4.7,29.1,0.0,0.0,37.5,9.7,0.0,0.0,0.0,-0.028,-1.8,-2.2,-4.0,0.0,
9,Ernie Grunfeld,24,SF,3,32,9.9,.533,.000,.333,3.1,0.0,1.7,0.0,1.6,0.0,0.0,13.3,0.0,0.0,0.1,.081,-1.3,-0.4,-1.7,0.0,
10,Gus Gerard,26,SF,3,26,8.2,.425,.000,.400,15.5,17.7,16.5,10.8,0.0,0.0,25.4,25.0,-0.1,0.0,-0.1,-0.109,-3.6,-3.4,-7.0,0.0,
