Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Kareem Abdul-Jabbar,33,C,3,134,22.4,.517,.000,.431,10.3,24.1,17.9,15.0,1.1,3.1,12.5,27.8,0.2,0.2,0.4,.159,3.0,1.0,4.0,0.2,
2,Norm Nixon,25,PG,3,133,16.7,.543,.000,.204,0.8,6.6,4.0,31.0,0.4,0.4,8.6,18.5,0.3,0.0,0.4,.134,2.0,-1.2,0.8,0.1,
3,Magic Johnson,21,SG,3,127,17.0,.441,.000,.408,6.7,22.7,15.4,24.7,3.1,1.2,16.0,22.8,0.0,0.3,0.2,.082,-0.7,2.9,2.1,0.1,
4,Jamaal Wilkes,27,SF,3,113,11.0,.483,.021,.375,3.7,3.1,3.4,5.6,0.4,0.5,6.7,22.4,0.1,0.0,0.1,.044,-1.2,-2.5,-3.8,-0.1,
5,Michael Cooper,24,SG,3,102,11.7,.612,.150,.700,2.1,6.8,4.7,9.6,2.9,0.0,21.1,13.7,0.1,0.1,0.2,.083,-1.3,1.2,-0.1,0.1,
6,Jim Chones,31,PF,3,67,14.3,.585,.000,.471,9.5,14.3,12.1,2.2,0.7,3.1,12.8,14.8,0.1,0.1,0.2,.120,-0.4,0.1,-0.3,0.0,
7,Mark Landsberger,25,PF,3,32,10.9,.336,.000,.143,29.8,16.4,22.4,0.0,1.5,0.0,11.8,11.1,0.0,0.0,0.1,.094,-1.2,-4.6,-5.8,0.0,
8,Jim Brewer,29,PF,3,7,0.0,,,,0.0,12.5,6.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.028,-5.8,-1.4,-7.2,0.0,
9,Eddie Jordan,26,PG,2,4,8.0,,,,0.0,0.0,0.0,30.5,0.0,0.0,,0.0,0.0,0.0,0.0,.073,0.8,-0.7,0.0,0.0,
10,Brad Holland,24,SG,1,1,-48.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,42.2,0.0,0.0,0.0,-1.414,-36.1,-17.9,-54.0,0.0,
