Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Campy Russell,29,SF,2,89,16.6,.554,.059,.500,1.2,10.9,5.7,17.6,2.3,0.7,16.2,23.3,0.1,0.1,0.2,.126,2.0,1.0,3.0,0.1,
2,Micheal Ray Richardson,25,SG,2,86,7.7,.300,.121,.364,7.3,18.4,12.4,19.7,4.1,0.0,17.3,22.6,-0.3,0.2,-0.2,-0.084,-4.1,1.2,-2.9,0.0,
3,Ray Williams,26,PG,2,84,12.4,.469,.073,.268,3.7,7.2,5.3,20.3,2.4,0.0,16.4,27.4,-0.1,0.1,0.0,.000,-0.4,-0.6,-1.0,0.0,
4,Marvin Webster,28,C,2,63,4.5,.436,.000,.333,6.6,11.6,8.9,2.5,0.0,1.0,17.9,11.2,-0.1,0.0,0.0,-0.018,-3.1,-1.9,-5.0,0.0,
5,Sly Williams,23,PF,2,56,21.3,.722,.000,.000,7.4,10.9,9.0,17.5,2.7,0.0,14.3,15.7,0.2,0.1,0.3,.222,5.2,2.2,7.4,0.1,
6,Bill Cartwright,23,C,2,49,8.4,.449,.000,.706,8.5,22.4,14.9,3.3,1.0,1.2,21.2,24.2,-0.1,0.1,0.0,-0.034,-4.3,-1.7,-6.0,0.0,
7,Larry Demic,23,PF,2,37,13.9,.765,.000,.400,14.1,6.6,10.6,0.0,0.0,1.6,0.0,6.7,0.1,0.0,0.1,.177,3.3,-1.7,1.6,0.0,
8,Mike Glenn,25,PG,2,26,16.9,.661,.143,.429,4.0,14.0,8.6,6.5,1.9,0.0,19.4,16.7,0.0,0.0,0.1,.145,2.4,1.1,3.5,0.0,
9,Mike Woodson,22,SG,2,8,15.6,.515,.000,.667,26.0,0.0,14.0,0.0,0.0,0.0,0.0,20.3,0.0,0.0,0.0,.237,0.9,-2.3,-1.4,0.0,
10,Reggie Carter,23,SG,1,7,-14.2,.000,.000,.000,14.9,17.4,16.0,0.0,0.0,0.0,50.0,12.0,0.0,0.0,0.0,-0.246,-19.9,-3.0,-22.9,0.0,
