Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,James Worthy,25,SF,18,18,681,21.0,.624,.007,.326,5.7,10.5,8.3,13.7,2.0,1.8,10.5,23.0,1.7,1.0,2.7,.190,3.9,1.1,5.0,1.2,
2,Magic Johnson,27,PG,18,18,666,26.2,.607,.037,.435,5.2,17.0,11.7,46.1,2.2,0.6,13.6,23.1,2.6,1.1,3.7,.265,7.3,2.1,9.3,1.9,Finals MVP-1
3,Byron Scott,25,SG,18,18,608,13.0,.555,.162,.319,4.1,7.0,5.7,12.3,1.5,0.4,9.5,17.9,0.9,0.7,1.5,.119,-0.3,-0.4,-0.7,0.2,
4,Kareem Abdul-Jabbar,39,C,18,18,559,19.4,.600,.004,.521,8.7,15.3,12.3,9.1,0.7,3.5,12.2,24.2,1.2,0.8,2.0,.171,2.3,0.3,2.5,0.6,
5,Michael Cooper,30,SG,18,0,522,16.7,.640,.440,.340,1.9,9.9,6.3,22.0,2.3,1.5,16.8,17.4,1.0,0.8,1.8,.165,3.3,2.3,5.6,1.0,
6,A.C. Green,23,PF,18,18,505,15.4,.615,.000,.669,13.3,17.7,15.7,2.7,0.9,0.9,9.2,15.1,1.2,0.7,1.9,.179,1.3,-1.1,0.1,0.3,
7,Mychal Thompson,32,PF,18,0,401,11.1,.497,.000,.365,9.0,15.0,12.3,2.9,0.8,2.3,9.1,18.0,0.1,0.6,0.7,.085,-2.3,-1.0,-3.4,-0.1,
8,Kurt Rambis,28,PF,17,0,215,14.1,.706,.000,.829,9.3,24.1,17.4,5.1,1.8,0.8,18.9,13.2,0.4,0.4,0.8,.189,-1.7,1.4,-0.3,0.1,
9,Wes Matthews,27,PG,12,0,61,3.7,.537,.043,.304,0.0,6.7,3.7,19.6,0.8,0.0,33.3,26.4,-0.2,0.1,-0.2,-0.124,-8.2,-4.1,-12.3,-0.2,
10,Adrian Branch,23,SF,11,0,42,-1.9,.266,.048,.571,8.9,17.0,13.3,14.2,2.3,0.0,16.0,30.7,-0.3,0.1,-0.2,-0.227,-13.3,-4.2,-17.4,-0.2,
11,Mike Smrek,24,C,10,0,33,2.1,.316,.000,.600,11.3,12.3,11.9,0.0,0.0,10.1,7.3,17.0,-0.1,0.1,0.0,.003,-13.3,0.7,-12.6,-0.1,
12,Billy Thompson,23,SF,3,0,27,25.8,.589,.000,.182,13.8,11.3,12.4,10.4,7.1,0.0,0.0,18.1,0.1,0.1,0.2,.299,3.6,3.7,7.3,0.1,
