Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Donovan Mitchell,25,SG,6,6,229,19.0,.505,.361,.316,3.1,10.1,6.6,29.8,0.9,1.6,9.6,34.3,0.2,0.1,0.3,.054,3.9,-1.1,2.8,0.3,
2,Bojan Bogdanović,32,PF,6,6,214,13.1,.590,.407,.296,1.6,11.9,6.8,8.5,0.5,0.0,11.6,22.7,0.2,0.0,0.3,.057,0.2,-0.7,-0.5,0.1,
3,Rudy Gobert,29,C,6,6,197,19.4,.688,.000,1.333,12.5,34.1,23.3,2.4,0.3,3.8,13.3,14.3,0.6,0.2,0.7,.182,2.2,0.1,2.3,0.2,
4,Royce O'Neale,28,SF,6,6,188,8.0,.516,.714,.057,3.7,17.2,10.5,7.3,0.8,0.7,7.7,9.7,0.1,0.1,0.2,.049,-0.9,1.0,0.1,0.1,
5,Mike Conley,34,PG,6,6,174,8.2,.432,.439,.263,1.3,11.3,6.4,26.9,1.5,1.4,17.0,20.6,-0.2,0.1,-0.1,-0.037,-3.3,-0.6,-3.9,-0.1,
6,Jordan Clarkson,29,SG,6,0,170,19.8,.649,.329,.247,3.4,9.5,6.5,9.5,0.9,0.7,11.0,25.0,0.4,0.1,0.5,.133,3.6,0.7,4.3,0.3,
7,Danuel House Jr.,28,SF,6,0,112,5.2,.509,.455,.364,2.1,15.5,8.8,5.5,0.0,1.1,19.0,13.2,-0.1,0.0,-0.1,-0.027,-2.7,-0.7,-3.4,0.0,
8,Hassan Whiteside,32,C,6,0,65,16.7,.400,.000,.333,14.4,40.9,27.7,0.0,1.6,15.2,0.0,9.9,0.0,0.2,0.2,.139,-0.6,2.8,2.2,0.1,
9,Juancho Hernangómez,26,PF,6,0,56,7.3,.389,.667,.000,4.2,20.7,12.5,14.0,1.9,0.0,10.0,16.7,-0.1,0.0,0.0,-0.026,-0.5,0.9,0.4,0.0,
10,Eric Paschall,25,PF,4,0,24,14.1,.621,.333,.167,4.9,19.3,12.1,0.0,2.2,0.0,0.0,12.6,0.1,0.0,0.1,.142,0.2,0.6,0.8,0.0,
11,Nickeil Alexander-Walker,23,SG,1,0,5,66.5,1.025,.000,.500,0.0,23.1,11.6,60.8,10.6,0.0,0.0,22.9,0.1,0.0,0.1,.810,27.8,22.3,50.1,0.1,
12,Jared Butler,21,SG,1,0,5,-15.2,.000,.000,.000,0.0,23.1,11.6,0.0,0.0,0.0,0.0,18.7,0.0,0.0,0.0,-0.445,-13.3,-5.4,-18.6,0.0,
