Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Larry Bird,24,PF,17,750,21.8,.532,.026,.272,7.6,26.7,17.6,20.8,2.6,1.3,15.0,23.2,1.4,1.7,3.1,.198,5.5,2.1,7.7,1.8,
2,Tiny Archibald,32,PG,17,630,13.4,.527,.024,.445,1.1,3.7,2.5,24.0,1.0,0.0,16.5,20.2,0.8,0.4,1.3,.096,2.1,-2.2,-0.1,0.3,
3,Cedric Maxwell,25,SF,17,598,18.9,.644,.000,.506,11.8,11.3,11.6,11.2,1.0,1.5,16.8,18.0,1.8,0.7,2.5,.201,5.5,-0.2,5.3,1.1,Finals MVP-1
4,Chris Ford,32,SG,17,507,9.9,.490,.171,.171,3.0,6.7,4.9,12.5,1.4,0.1,10.8,14.6,0.4,0.5,0.9,.083,0.1,-0.3,-0.2,0.2,
5,Robert Parish,27,C,17,492,18.8,.521,.000,.265,11.8,20.7,16.4,6.0,2.1,4.5,15.3,24.7,0.4,1.1,1.4,.139,1.2,1.0,2.3,0.5,
6,Kevin McHale,23,PF,17,296,18.1,.563,.000,.319,11.4,10.7,11.0,7.3,0.7,4.8,10.4,20.5,0.7,0.4,1.1,.177,2.4,0.7,3.1,0.4,
7,M.L. Carr,30,SF,17,288,10.1,.457,.040,.238,3.2,6.3,4.8,6.8,1.7,1.2,6.7,17.5,0.2,0.3,0.5,.080,-0.3,-0.1,-0.4,0.1,
8,Rick Robey,25,C,17,265,7.5,.446,.000,.432,8.3,16.4,12.5,6.2,0.4,1.1,16.5,18.4,-0.2,0.3,0.1,.022,-2.7,-1.4,-4.1,-0.1,
9,Gerald Henderson,25,PG,16,228,14.3,.504,.012,.140,5.1,7.0,6.1,16.8,2.2,0.7,11.6,19.1,0.3,0.3,0.6,.118,1.6,0.6,2.2,0.2,
10,Eric Fernsten,27,C,8,14,6.2,.231,.000,1.000,8.3,22.7,15.8,8.3,3.6,0.0,0.0,13.0,0.0,0.0,0.0,.053,-3.5,0.7,-2.9,0.0,
11,Terry Duerod,24,SG,10,12,10.6,.400,.200,.000,0.0,0.0,0.0,0.0,4.2,0.0,9.1,38.6,0.0,0.0,0.0,-0.119,-3.4,-2.8,-6.2,0.0,
