Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Robert Parish,29,C,7,249,14.7,.527,.000,.225,9.0,22.9,15.9,5.7,1.0,2.1,14.8,19.3,0.1,0.4,0.5,.103,0.8,-0.1,0.7,0.2,
2,Cedric Maxwell,27,SF,7,246,14.7,.627,.000,.691,10.0,12.3,11.1,13.5,0.8,0.9,20.9,15.5,0.4,0.3,0.7,.141,2.5,0.0,2.5,0.3,
3,Larry Bird,26,PF,6,240,20.3,.478,.034,.250,8.9,24.7,16.7,28.2,2.7,0.7,12.9,25.8,0.2,0.5,0.7,.134,5.0,2.4,7.4,0.6,
4,Danny Ainge,23,SG,7,201,8.5,.429,.069,.153,1.1,6.4,3.7,18.6,1.2,0.3,7.2,17.3,0.0,0.2,0.2,.047,-2.1,0.0,-2.1,0.0,
5,Gerald Henderson,27,PG,7,187,11.1,.431,.035,.082,4.6,3.5,4.0,26.6,2.9,0.3,13.7,22.9,-0.2,0.2,0.1,.023,-1.1,0.7,-0.4,0.1,
6,Kevin McHale,25,PF,7,177,15.0,.558,.016,.290,9.0,16.4,12.7,4.6,0.8,2.3,12.5,18.9,0.2,0.3,0.4,.114,1.3,-0.2,1.1,0.1,
7,Tiny Archibald,34,PG,7,161,12.3,.415,.088,.426,2.0,4.7,3.3,40.6,0.6,0.0,12.0,23.9,0.0,0.1,0.1,.035,1.6,-2.4,-0.9,0.0,
8,Quinn Buckner,28,SG,7,98,2.7,.422,.054,.054,1.1,9.9,5.5,3.2,0.5,0.0,11.7,18.3,-0.2,0.1,-0.1,-0.041,-8.0,-1.1,-9.1,-0.2,
9,Scott Wedman,30,SF,6,66,10.8,.583,.083,.083,4.8,17.9,11.4,0.0,0.8,0.0,13.9,18.3,0.0,0.1,0.1,.076,-2.4,-0.4,-2.8,0.0,
10,Rick Robey,27,C,5,29,-1.0,.174,.250,1.000,11.0,18.6,14.8,4.3,0.0,0.0,25.8,11.2,-0.1,0.0,-0.1,-0.101,-7.4,-2.8,-10.1,-0.1,
11,M.L. Carr,32,SF,3,22,5.6,.338,.125,.250,4.8,0.0,2.4,0.0,4.5,0.0,0.0,16.9,0.0,0.0,0.0,.024,-4.6,0.8,-3.8,0.0,
12,Charles Bradley,23,SG,2,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.019,-3.2,-2.2,-5.4,0.0,
