Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Magic Johnson,20,SG,16,658,22.1,.596,.040,.533,8.6,18.6,13.7,29.8,3.5,0.5,20.9,18.6,1.7,1.1,2.8,.203,5.6,2.4,8.0,1.7,Finals MVP-1
2,Jamaal Wilkes,26,SF,16,652,15.8,.510,.003,.184,8.9,12.2,10.5,10.3,1.7,0.4,9.9,21.3,1.1,0.6,1.7,.127,2.1,-1.2,1.0,0.5,
3,Norm Nixon,24,PG,16,648,14.4,.516,.021,.213,2.2,7.0,4.6,25.7,2.3,0.3,15.8,18.9,0.9,0.6,1.5,.108,1.0,-0.3,0.6,0.4,
4,Kareem Abdul-Jabbar,32,C,15,618,27.9,.611,.000,.303,9.0,22.2,15.7,12.3,1.3,5.3,12.3,28.5,2.2,1.0,3.3,.253,7.4,1.5,8.9,1.7,
5,Michael Cooper,23,SG,16,464,11.2,.465,.014,.257,6.6,7.1,6.8,15.6,2.4,1.3,15.7,15.7,0.3,0.5,0.8,.080,0.0,0.6,0.6,0.3,
6,Jim Chones,30,C,16,439,7.3,.448,.000,.288,7.9,17.3,12.7,7.8,0.9,0.8,19.4,14.8,-0.2,0.4,0.2,.025,-2.6,-1.1,-3.8,-0.2,
7,Mark Landsberger,24,C,16,195,7.0,.384,.014,.087,14.0,23.9,19.0,1.3,0.7,0.6,12.2,16.5,-0.1,0.2,0.1,.024,-3.8,-3.5,-7.3,-0.3,
8,Spencer Haywood,30,PF,11,145,8.2,.525,.019,.302,10.5,8.8,9.6,3.7,0.0,2.3,25.0,21.8,-0.1,0.1,0.0,-0.014,-3.0,-3.0,-6.0,-0.1,
9,Brad Holland,23,SG,9,32,17.0,.595,.000,.400,6.8,9.9,8.4,12.2,7.3,0.0,20.3,18.2,0.1,0.1,0.1,.186,-1.7,6.4,4.7,0.1,
10,Marty Byrnes,23,SF,4,8,19.5,.532,.000,2.000,13.6,0.0,6.7,15.6,0.0,0.0,15.1,32.7,0.0,0.0,0.0,.141,5.5,-4.5,1.1,0.0,
11,Butch Lee,23,PG,3,6,-12.3,1.136,,,0.0,17.6,8.9,0.0,0.0,0.0,77.3,25.5,-0.1,0.0,0.0,-0.372,-18.9,-6.0,-24.8,0.0,
