Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Dennis Johnson,25,SG,15,582,12.7,.474,.061,.254,4.6,7.5,6.0,14.8,2.3,1.0,13.7,22.2,0.2,0.6,0.8,.068,0.6,0.0,0.6,0.4,
2,Gus Williams,26,PG,15,564,21.7,.552,.018,.303,5.7,5.9,5.8,25.9,3.0,0.7,12.7,26.9,1.4,0.6,2.0,.173,5.9,1.0,6.9,1.3,
3,Jack Sikma,24,C,15,534,11.9,.471,.012,.331,6.1,20.0,12.9,14.5,1.6,0.5,15.8,17.1,0.2,0.7,0.9,.084,-0.2,0.6,0.5,0.3,
4,John Johnson,32,SF,15,486,13.8,.534,.006,.234,9.8,13.3,11.5,26.0,0.8,0.3,24.3,19.5,0.3,0.4,0.7,.068,1.8,-1.0,0.8,0.3,
5,Lonnie Shelton,24,PF,15,469,14.2,.534,.007,.349,8.1,21.3,14.6,7.9,2.4,1.4,18.0,18.0,0.2,0.8,1.0,.102,0.1,1.1,1.2,0.4,
6,Fred Brown,31,SG,15,313,14.8,.492,.187,.115,5.5,7.8,6.6,17.7,0.3,0.2,10.7,28.1,0.3,0.2,0.5,.072,2.8,-2.7,0.0,0.2,
7,Paul Silas,36,PF,15,257,8.9,.380,.000,.302,13.9,18.2,16.0,7.5,1.7,0.4,15.6,9.2,0.1,0.3,0.4,.077,-0.6,0.1,-0.5,0.1,
8,Tom LaGarde,24,C,14,163,8.1,.423,.000,.239,8.6,18.4,13.4,10.1,0.6,0.0,12.1,14.6,0.0,0.2,0.2,.059,-2.2,-0.9,-3.1,0.0,
9,Wally Walker,25,SF,13,157,12.9,.593,.000,.686,10.3,9.9,10.1,6.2,0.3,1.1,9.9,13.2,0.4,0.1,0.5,.153,1.6,-0.8,0.8,0.1,
10,James Bailey,22,PF,12,138,14.1,.521,.000,.455,6.3,13.7,9.9,5.3,3.2,3.7,14.6,18.4,0.1,0.2,0.3,.113,-1.1,2.3,1.2,0.1,
11,Vinnie Johnson,23,SG,5,12,11.7,.333,.000,.000,0.0,18.5,9.1,22.2,4.1,0.0,0.0,10.3,0.0,0.0,0.0,.109,-1.2,4.5,3.3,0.0,
