Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Larry Bird,25,PF,12,490,17.9,.474,.029,.218,7.2,24.5,16.1,20.7,2.3,2.0,14.4,21.9,0.3,1.2,1.6,.154,3.6,1.8,5.4,0.9,
2,Robert Parish,28,C,12,426,20.7,.527,.000,.359,10.8,22.1,16.6,7.0,0.6,6.4,13.9,26.8,0.5,1.0,1.5,.168,3.2,0.8,4.0,0.6,
3,Cedric Maxwell,26,SF,12,385,18.0,.577,.000,.583,10.3,13.3,11.9,9.9,2.3,1.6,13.7,18.5,0.8,0.8,1.6,.200,4.5,0.9,5.4,0.7,
4,Kevin McHale,24,PF,12,344,22.0,.617,.000,.396,12.8,13.1,13.0,5.2,0.7,4.5,9.2,20.5,1.2,0.6,1.8,.257,5.8,0.2,6.1,0.7,
5,Gerald Henderson,26,PG,12,310,10.3,.461,.022,.376,4.2,4.3,4.2,21.6,2.2,0.4,18.7,17.5,0.0,0.4,0.4,.067,0.2,-0.4,-0.2,0.1,
6,M.L. Carr,31,SF,12,305,7.2,.387,.038,.219,7.4,7.4,7.4,12.8,1.8,0.0,15.4,18.1,-0.3,0.4,0.1,.019,-1.9,-1.2,-3.0,-0.1,
7,Tiny Archibald,33,PG,8,277,10.3,.516,.057,.400,0.4,5.9,3.2,25.6,0.9,0.4,21.8,15.5,0.1,0.3,0.5,.082,0.5,-1.7,-1.3,0.0,
8,Chris Ford,33,SG,12,138,12.5,.521,.167,.167,4.7,6.7,5.7,15.6,1.1,0.4,6.2,14.2,0.3,0.2,0.5,.157,2.1,-0.1,2.0,0.1,
9,Danny Ainge,22,SG,10,129,8.2,.493,.089,.289,5.0,5.6,5.3,12.3,0.8,0.4,17.8,19.4,0.0,0.2,0.2,.057,-1.8,-1.8,-3.6,-0.1,
10,Rick Robey,26,C,12,122,12.8,.579,.000,.425,11.5,13.4,12.5,4.9,0.8,1.4,18.8,19.5,0.1,0.2,0.3,.133,-0.5,-0.9,-1.4,0.0,
11,Charles Bradley,22,SG,7,18,-9.1,.225,.000,.250,6.0,22.8,14.6,7.6,2.7,0.0,31.1,29.1,-0.2,0.0,-0.1,-0.350,-17.9,-3.1,-21.0,-0.1,
12,Eric Fernsten,28,C,5,11,14.7,.521,.000,1.000,19.5,0.0,9.5,0.0,0.0,5.2,0.0,10.6,0.0,0.0,0.0,.169,6.4,-1.9,4.6,0.0,
