Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Carmelo Anthony,25,SF,6,6,254,23.3,.564,.138,.413,6.6,18.3,12.3,15.0,2.4,1.0,11.4,32.1,0.6,0.1,0.7,.132,4.0,-0.9,3.1,0.3,
2,Chauncey Billups,33,PG,6,6,207,19.6,.601,.373,.506,0.6,7.9,4.2,30.6,1.4,1.2,15.1,25.6,0.6,0.0,0.6,.131,4.4,-1.3,3.0,0.3,
3,Kenyon Martin,32,PF,6,6,205,12.0,.514,.020,.380,8.2,22.1,15.0,5.9,2.2,2.8,15.9,15.0,0.0,0.1,0.2,.043,-1.7,0.2,-1.4,0.0,
4,Nenê,27,C,5,5,169,15.3,.636,.000,1.241,5.7,15.6,10.5,9.7,1.8,0.5,8.2,12.8,0.4,0.0,0.5,.131,1.9,-0.3,1.6,0.2,
5,J.R. Smith,24,SG,6,0,159,12.5,.523,.544,.281,3.8,14.2,8.9,9.7,1.3,1.0,8.6,19.5,0.2,0.0,0.2,.057,0.5,-1.7,-1.2,0.0,
6,Arron Afflalo,24,SG,6,6,120,15.8,.746,.438,.344,1.0,11.5,6.1,9.5,0.4,1.3,9.8,15.1,0.4,0.0,0.4,.153,2.2,0.2,2.3,0.1,
7,Ty Lawson,22,PG,6,0,118,12.8,.542,.286,.543,4.1,4.3,4.2,20.8,2.5,0.0,15.6,19.3,0.1,0.0,0.1,.059,-0.4,-1.0,-1.4,0.0,
8,Chris Andersen,31,PF,6,0,116,10.2,.583,.000,.824,7.2,21.7,14.3,1.2,0.4,4.2,14.7,10.4,0.1,0.0,0.1,.060,-1.1,-0.6,-1.7,0.0,
9,Johan Petro,24,C,6,1,45,8.2,.547,.000,.182,5.3,25.2,15.0,3.4,1.1,5.4,20.2,14.6,0.0,0.0,0.0,.016,-6.3,1.1,-5.2,0.0,
10,Joey Graham,27,SF,4,0,29,32.9,.625,.176,.294,16.6,26.0,21.2,0.0,3.4,2.8,5.0,30.9,0.1,0.0,0.1,.245,6.5,2.2,8.7,0.1,
11,Malik Allen,31,PF,4,0,11,6.6,.000,.000,.000,21.8,11.4,16.7,0.0,4.5,0.0,0.0,4.0,0.0,0.0,0.0,.047,-2.4,0.5,-1.9,0.0,
12,Anthony Carter,34,PG,1,0,7,8.7,.000,.000,.000,0.0,0.0,0.0,55.1,0.0,0.0,0.0,6.3,0.0,0.0,0.0,-0.008,3.8,-1.5,2.3,0.0,
