Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Buck Williams,22,PF,2,85,17.1,.617,.000,.909,11.7,20.0,15.6,6.3,1.2,1.4,14.0,17.2,0.2,0.0,0.3,.146,0.1,-0.4,-0.3,0.0,
2,Albert King,23,SF,2,68,14.2,.517,.053,.158,6.5,7.1,6.8,7.2,1.4,0.0,9.0,26.8,0.1,0.0,0.1,.063,-1.4,-1.8,-3.1,0.0,
3,Darwin Cook,24,PG,2,63,6.0,.359,.037,.074,5.3,5.8,5.5,21.7,0.8,0.0,12.5,20.7,-0.1,0.0,-0.1,-0.075,-5.6,-2.8,-8.4,-0.1,
4,Darryl Dawkins,26,C,2,59,22.5,.787,.045,.091,3.7,16.5,9.8,5.8,3.3,5.1,25.9,21.4,0.1,0.1,0.1,.109,1.3,4.2,5.5,0.1,
5,Micheal Ray Richardson,27,PG,2,58,10.2,.409,.048,.238,3.8,12.6,8.0,11.7,4.2,0.0,14.7,19.2,-0.1,0.0,0.0,-0.026,-4.4,1.7,-2.7,0.0,
6,Otis Birdsong,27,SG,2,37,14.4,.385,.063,.125,3.0,3.3,3.1,34.1,4.0,0.0,5.6,19.7,0.0,0.0,0.0,.046,-0.2,1.9,1.7,0.0,
7,Foots Walker,31,PG,2,36,10.5,.478,.000,.500,0.0,0.0,0.0,37.3,0.0,0.0,21.5,10.6,0.1,0.0,0.0,.024,0.2,-2.4,-2.2,0.0,
8,Mike Gminski,23,C,2,29,26.0,.697,.000,.444,15.2,21.0,17.9,5.2,0.0,8.2,8.5,16.6,0.1,0.0,0.1,.226,5.2,2.1,7.3,0.1,
9,Mike O'Koren,24,SF,2,18,1.2,.250,.000,.000,6.1,33.8,19.3,21.8,0.0,0.0,20.0,22.7,-0.1,0.0,-0.1,-0.203,-10.5,-2.7,-13.2,-0.1,
10,Len Elmore,30,C,2,15,18.3,.425,.000,.400,36.8,32.4,34.7,9.0,3.3,0.0,14.5,18.7,0.0,0.0,0.0,.107,-0.8,-1.4,-2.1,0.0,
11,Eddie Phillips,21,SF,2,12,22.0,.451,.333,.667,27.6,20.3,24.1,40.0,0.0,0.0,11.4,29.8,0.0,0.0,0.0,.064,4.8,-1.2,3.5,0.0,
