Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Terry Tyler,23,SF,82,2670,14.2,.499,.013,.202,8.9,15.8,12.3,6.4,1.8,4.3,14.8,17.0,0.9,2.5,3.4,.062,-0.9,0.6,-0.3,1.2,
2,John Long,23,SG,69,2364,16.4,.535,.010,.167,6.7,8.3,7.5,13.0,2.4,0.6,14.2,23.7,2.4,1.2,3.6,.072,0.4,-0.8,-0.4,1.0,
3,Bob McAdoo,28,PF,58,2097,16.3,.524,.023,.314,5.0,18.5,11.7,13.9,1.6,1.6,16.9,25.8,0.5,1.6,2.0,.047,0.0,-0.8,-0.8,0.6,
4,Leon Douglas,25,C,70,1782,11.4,.529,.002,.407,10.0,19.6,14.8,8.5,0.8,1.8,19.1,14.3,1.0,1.1,2.1,.057,-2.1,-0.6,-2.8,-0.3,
5,Eric Money,24,SG,55,1467,11.7,.539,.000,.204,2.0,5.0,3.5,21.8,1.6,0.4,20.5,18.3,0.6,0.2,0.8,.026,-1.7,-1.8,-3.4,-0.5,
6,Bob Lanier,31,C,37,1392,20.3,.593,.009,.360,8.1,20.2,14.1,12.7,1.2,2.3,14.3,21.8,3.1,1.1,4.2,.146,2.6,-0.1,2.5,1.6,
7,Terry Duerod,23,SG,67,1331,11.7,.498,.089,.110,2.3,5.5,3.9,12.4,1.4,0.4,11.2,20.4,0.6,0.2,0.7,.026,-1.5,-1.7,-3.3,-0.4,
8,Greg Kelser,22,SF,50,1233,16.1,.520,.025,.342,10.5,13.1,11.8,12.6,2.2,1.4,17.0,25.7,0.6,0.9,1.4,.056,-0.3,-0.9,-1.2,0.3,
9,Phil Hubbard,23,PF,64,1189,13.7,.534,.004,.488,10.0,18.4,14.1,7.9,1.8,0.4,18.0,21.6,0.7,0.9,1.6,.064,-2.3,-1.2,-3.5,-0.5,
10,Roy Hamilton,22,PG,72,1116,9.1,.472,.007,.523,4.2,5.9,5.0,21.0,1.9,0.2,25.1,16.2,-0.7,0.3,-0.4,-0.016,-2.7,-1.6,-4.3,-0.6,
11,Jim McElroy,26,PG,36,1012,11.4,.517,.039,.334,1.2,4.0,2.6,21.0,1.1,0.7,17.7,18.9,0.5,0.0,0.5,.025,-1.3,-2.3,-3.6,-0.4,
12,Ron Lee,27,PG,31,803,13.1,.474,.262,.248,3.8,8.0,5.9,26.5,4.7,0.8,22.3,14.6,0.2,0.9,1.0,.061,-1.3,2.5,1.1,0.6,
13,Kent Benson,25,C,17,502,12.4,.499,.021,.235,6.2,19.0,12.6,13.6,1.7,1.9,19.8,19.7,-0.2,0.4,0.3,.026,-2.3,0.1,-2.2,0.0,
14,Earl Evans,24,PF,36,381,10.3,.495,.129,.300,7.1,13.6,10.3,12.9,1.6,0.1,18.5,19.6,-0.1,0.2,0.1,.015,-2.8,-1.2,-4.0,-0.2,
15,John Shumate,27,PF,9,228,15.1,.572,.000,.385,8.2,24.2,16.1,5.1,1.8,1.1,15.6,15.2,0.3,0.2,0.5,.101,-0.4,-0.3,-0.6,0.1,
16,Steve Malovic,23,PF,10,162,5.9,.417,.000,.560,5.8,12.4,9.1,9.9,0.6,1.6,22.4,9.5,-0.1,0.0,0.0,-0.006,-3.0,-0.4,-3.4,-0.1,
17,Jackie Robinson,24,SF,7,51,17.1,.618,.059,.647,6.1,4.2,5.1,0.0,2.6,3.1,8.4,18.0,0.1,0.0,0.2,.167,-2.7,0.3,-2.4,0.0,
