Rk,Player,Age,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Don Buse,27,PG,2,76,5.2,.364,.000,0.0,9.0,3.6,6.7,2.5,0.0,8.3,6.4,0.0,0.1,0.0,.022,-5.9,1.1,-4.8,-0.1,
2,Alvan Adams,23,C,2,71,10.7,.472,.061,10.4,15.5,12.4,8.9,1.3,0.9,21.0,24.4,-0.1,0.1,-0.1,-0.040,-3.7,-2.3,-6.0,-0.1,
3,Walter Davis,23,SF,2,66,23.9,.531,.400,5.6,27.0,14.2,21.8,2.2,0.0,11.3,32.5,0.1,0.1,0.2,.146,4.0,0.7,4.8,0.1,
4,Paul Westphal,27,SG,2,66,26.3,.510,.191,4.2,6.2,5.0,56.4,0.7,0.0,8.9,34.2,0.2,0.0,0.2,.157,8.4,-1.3,7.2,0.2,
5,Gar Heard,29,PF,2,62,11.1,.364,.118,6.0,26.5,14.2,10.8,1.5,3.9,10.1,12.9,-0.1,0.1,0.0,.034,-2.4,0.9,-1.4,0.0,
6,Ron Lee,25,PG,2,41,5.8,.355,.125,4.5,13.4,8.1,10.1,4.6,0.0,19.2,20.6,-0.1,0.1,-0.1,-0.079,-8.6,1.5,-7.1,-0.1,
7,Alvin Scott,22,SF,2,37,15.1,.611,.750,5.0,14.8,8.9,11.0,2.6,0.0,15.8,13.8,0.1,0.0,0.1,.147,-0.2,0.8,0.6,0.0,
8,Greg Griffin,25,SF,2,25,8.1,.429,.000,7.4,11.0,8.8,16.6,1.9,2.4,22.2,14.5,0.0,0.0,0.0,.008,-4.9,0.9,-3.9,0.0,
9,Dennis Awtrey,29,C,2,24,7.7,.338,.250,7.7,0.0,4.6,15.6,2.0,0.0,18.4,9.2,0.0,0.0,0.0,.015,-1.3,-1.1,-2.3,0.0,
10,Mike Bratz,22,PG,2,9,-2.0,.200,.000,0.0,0.0,0.0,15.2,0.0,0.0,0.0,22.4,0.0,0.0,0.0,-0.247,-7.3,-5.9,-13.3,0.0,
11,Bayard Forrest,23,C,1,3,25.9,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,.244,7.9,0.3,8.2,0.0,
