Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Jack Sikma,26,C,8,315,19.5,.534,.000,.453,7.1,24.6,16.0,12.4,1.4,1.4,9.4,22.8,0.7,0.6,1.3,.197,2.7,0.7,3.4,0.4,
2,Gus Williams,28,PG,8,315,22.3,.498,.032,.301,4.1,4.5,4.3,38.5,2.1,0.9,7.9,30.7,0.7,0.4,1.1,.166,7.2,-0.2,7.0,0.7,
3,Lonnie Shelton,26,PF,8,266,11.8,.515,.000,.376,9.6,13.4,11.6,9.3,1.0,1.5,16.8,18.9,0.1,0.4,0.4,.077,-1.2,-0.6,-1.8,0.0,
4,Bill Hanzlik,24,SF,8,203,10.8,.595,.029,.647,5.2,11.1,8.2,13.7,1.5,1.4,22.9,11.8,0.2,0.3,0.5,.111,-1.3,1.2,-0.1,0.1,
5,James Donaldson,24,C,8,189,13.8,.504,.000,.558,14.1,26.5,20.4,5.3,0.5,1.5,15.7,14.2,0.2,0.4,0.5,.132,0.2,-1.3,-1.0,0.0,
6,John Johnson,34,SF,7,159,10.1,.444,.000,.289,4.7,4.5,4.6,30.4,1.9,0.0,20.4,14.3,0.0,0.2,0.2,.050,-0.7,0.3,-0.4,0.1,
7,Fred Brown,33,SG,8,158,17.6,.509,.056,.112,4.0,5.8,4.9,21.7,1.6,0.0,8.8,27.4,0.2,0.2,0.3,.093,3.4,-1.1,2.3,0.2,
8,Wally Walker,27,SF,8,157,8.9,.417,.000,.089,8.1,13.0,10.6,14.1,1.3,1.4,13.0,14.5,-0.1,0.2,0.2,.051,-2.7,0.5,-2.2,0.0,
9,Phil Smith,29,SG,8,92,7.2,.399,.033,.100,3.5,5.6,4.5,11.4,2.8,0.6,11.3,16.2,-0.1,0.1,0.0,.010,-4.0,0.7,-3.3,0.0,
10,Ray Tolbert,23,PF,4,31,15.6,.587,.000,1.600,3.4,13.2,8.4,4.6,6.5,0.0,0.0,11.6,0.1,0.1,0.1,.229,-1.0,4.9,3.9,0.0,
11,Danny Vranes,23,SF,6,29,-1.9,.255,.000,.400,3.7,3.5,3.6,0.0,1.7,0.0,25.4,11.5,-0.1,0.0,-0.1,-0.114,-7.5,-2.6,-10.1,-0.1,
12,Greg Kelser,24,SF,3,6,12.5,.532,.000,2.000,17.7,34.0,26.1,20.9,0.0,0.0,34.7,40.6,0.0,0.0,0.0,-0.017,-9.0,-0.3,-9.3,0.0,
