Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Jeff Ruland,25,C,4,187,21.2,.579,.014,.380,11.5,23.9,17.8,28.1,0.6,1.0,18.6,26.1,0.3,0.3,0.6,.145,5.7,1.3,7.0,0.4,
2,Greg Ballard,29,SF,4,168,14.9,.510,.017,.220,5.6,12.9,9.3,13.3,2.3,1.1,11.0,20.7,0.1,0.2,0.3,.094,2.1,0.7,2.8,0.2,
3,Frank Johnson,25,PG,4,156,15.6,.626,.071,.190,3.4,7.4,5.5,25.3,1.7,0.0,16.5,16.7,0.3,0.2,0.5,.142,2.3,0.2,2.5,0.2,
4,Rick Mahorn,25,PF,4,154,12.6,.646,.040,.400,6.1,29.9,18.3,5.7,0.4,2.4,16.9,11.0,0.2,0.3,0.4,.133,0.4,1.0,1.4,0.1,
5,Ricky Sobers,31,SG,4,150,10.7,.497,.175,.175,1.8,2.6,2.2,17.2,1.8,0.8,12.8,22.5,0.0,0.1,0.1,.034,-0.6,-0.6,-1.1,0.0,
6,Jeff Malone,22,SG,4,71,6.7,.462,.038,.000,3.8,5.4,4.6,4.6,0.8,0.0,10.3,19.5,-0.1,0.1,0.0,-0.021,-2.6,-2.3,-4.9,-0.1,
7,Tom McMillen,31,C,4,42,-1.9,.267,.000,.125,3.2,3.0,3.1,10.3,0.0,0.0,5.6,20.4,-0.2,0.0,-0.1,-0.157,-7.2,-4.0,-11.2,-0.1,
8,Joe Kopicki,23,PF,3,25,2.0,.500,.000,.000,0.0,25.6,13.1,6.0,0.0,0.0,25.0,15.3,-0.1,0.0,0.0,-0.040,-7.6,-0.7,-8.3,0.0,
9,Charles Davis,25,SF,3,17,24.9,.583,.000,.000,7.9,15.0,11.5,0.0,0.0,0.0,7.7,36.6,0.0,0.0,0.0,.079,7.1,-3.3,3.8,0.0,
10,Darren Daye,23,SF,3,15,0.7,.340,.000,.400,0.0,0.0,0.0,9.3,0.0,4.1,14.5,21.9,-0.1,0.0,0.0,-0.128,-5.7,-2.3,-8.0,0.0,
