Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Josh Smith,21,SF,72,72,2647,18.3,.506,.153,.390,7.4,21.0,14.1,16.3,2.0,6.1,16.3,24.1,0.4,4.0,4.4,.079,0.4,1.7,2.0,2.7,DPOY-21
2,Joe Johnson,25,SG,57,57,2359,19.5,.558,.274,.276,2.7,9.6,6.1,21.8,1.4,0.4,12.1,28.3,4.1,1.0,5.1,.105,4.2,-1.7,2.5,2.7,AS
3,Marvin Williams,20,PF,64,63,2179,12.2,.510,.064,.375,4.6,14.2,9.3,9.7,1.3,1.1,13.4,20.0,0.9,1.4,2.3,.051,-1.6,-1.5,-3.1,-0.6,
4,Zaza Pachulia,22,C,72,47,2026,16.8,.562,.002,.607,11.7,18.1,14.9,9.2,2.0,1.4,17.2,21.3,2.7,2.1,4.8,.114,-0.4,-0.4,-0.8,0.6,
5,Josh Childress,23,SG,55,13,2024,16.2,.586,.149,.405,7.2,13.1,10.1,10.8,1.5,1.4,11.6,15.7,4.1,1.4,5.5,.130,1.9,-0.2,1.7,1.9,6MOY-11
6,Shelden Williams,23,PF,81,31,1514,12.3,.518,.011,.395,10.3,24.5,17.3,4.8,1.8,2.0,18.3,15.9,0.3,1.9,2.2,.070,-2.9,-0.4,-3.3,-0.5,
7,Tyronn Lue,29,PG,56,17,1488,14.1,.534,.307,.311,1.5,7.0,4.2,23.9,0.9,0.0,12.5,21.0,2.2,0.3,2.5,.081,0.5,-2.4,-1.9,0.0,
8,Speedy Claxton,28,PG,42,31,1054,7.3,.363,.101,.216,1.4,8.0,4.6,28.1,3.6,0.3,19.8,16.6,-1.8,1.0,-0.7,-0.034,-5.4,0.9,-4.5,-0.7,
9,Lorenzen Wright,31,C,67,31,1035,6.6,.439,.000,.175,9.8,15.4,12.6,6.1,1.4,2.1,16.5,10.5,-0.2,0.9,0.7,.033,-5.4,0.3,-5.1,-0.8,
10,Salim Stoudamire,24,SG,61,0,1034,11.4,.518,.365,.160,0.7,8.0,4.3,10.9,1.1,0.2,10.8,22.7,0.5,0.3,0.8,.036,-1.1,-2.0,-3.1,-0.3,
11,Anthony Johnson,32,PG,27,17,739,10.3,.481,.223,.162,1.4,7.3,4.3,27.7,1.2,0.2,17.6,15.9,0.2,0.2,0.4,.026,-2.2,-2.4,-4.6,-0.5,
12,Solomon Jones,22,PF,58,8,666,12.3,.587,.008,.586,8.7,15.9,12.3,2.7,0.9,4.9,13.4,12.8,1.0,0.7,1.6,.117,-3.4,0.2,-3.1,-0.2,
13,Royal Ivey,25,PG,53,18,539,9.6,.496,.112,.245,3.3,8.1,5.7,14.1,2.4,0.6,16.4,16.2,0.0,0.4,0.3,.030,-3.7,-0.1,-3.8,-0.2,
14,Cedric Bozeman,23,SG,23,5,199,-0.1,.312,.333,.154,1.8,12.3,7.0,6.9,1.3,0.8,17.8,11.7,-0.4,0.1,-0.3,-0.077,-7.6,0.3,-7.3,-0.3,
15,Matt Freije,25,PF,19,0,147,6.1,.353,.407,.111,6.5,13.3,9.8,7.9,1.1,0.5,5.0,18.7,-0.2,0.1,-0.1,-0.034,-3.6,-1.7,-5.4,-0.1,
16,Stanislav Medvedenko,27,C,14,0,81,13.7,.556,.069,.690,5.9,15.1,10.4,4.4,0.0,1.9,11.7,24.3,0.1,0.0,0.2,.107,-3.1,-2.6,-5.7,-0.1,
17,Esteban Batista,23,PF,13,0,81,12.5,.524,.000,.438,10.3,34.6,22.3,8.1,2.0,0.0,17.3,13.1,0.0,0.1,0.2,.101,-2.1,-0.1,-2.2,0.0,
18,Dijon Thompson,23,SF,6,0,50,11.6,.482,.133,.400,7.1,12.2,9.6,6.8,0.0,0.0,5.4,17.1,0.1,0.0,0.1,.064,-0.2,-3.1,-3.3,0.0,
19,Jeremy Richardson,22,SG,5,0,19,14.5,.667,.500,.000,6.3,6.4,6.3,0.0,2.8,0.0,14.3,16.9,0.0,0.0,0.0,.105,1.4,0.6,2.1,0.0,
