Rk,Player,Age,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Bernard King,21,SF,79,3092,17.3,.511,.277,7.9,16.0,11.8,9.9,1.7,0.6,14.3,26.0,2.6,3.3,5.9,.092,1.0,-0.9,0.1,1.6,ROY-3
2,Kevin Porter,27,PG,74,2686,15.8,.516,.300,1.7,5.7,3.6,41.9,1.9,0.3,23.1,20.7,2.1,1.8,4.0,.071,0.8,-1.1,-0.2,1.2,
3,George Johnson,29,C,81,2411,11.6,.438,.257,9.4,22.6,15.7,6.0,1.4,5.9,21.6,15.7,-2.2,4.2,2.0,.040,-3.7,2.0,-1.7,0.2,
4,Tim Bassett,26,PF,65,1474,8.6,.408,.253,8.9,18.1,13.3,5.4,1.8,1.2,15.8,12.7,-0.7,1.8,1.1,.036,-3.1,0.3,-2.8,-0.3,
5,Jan van Breda Kolff,26,SF,68,1419,7.5,.435,.421,4.3,12.8,8.3,9.1,1.6,1.7,17.4,10.9,-0.2,1.4,1.2,.040,-3.3,1.1,-2.2,-0.1,
6,John Williamson,26,SG,33,1282,18.5,.509,.269,2.3,6.0,4.0,10.9,1.6,0.4,9.6,30.4,2.0,0.8,2.8,.103,1.8,-1.1,0.7,0.9,
7,Darnell Hillman,28,PF,45,1220,14.6,.499,.409,9.6,17.7,13.4,5.8,1.7,1.9,15.6,21.2,0.4,1.5,2.0,.077,-1.2,-0.2,-1.4,0.2,
8,Howard Porter,29,SF,55,1216,18.3,.537,.250,7.2,14.0,10.4,5.1,0.9,1.4,7.1,21.5,2.9,1.0,3.9,.155,2.0,-0.8,1.2,1.0,
9,Eddie Jordan,23,PG,51,1042,16.6,.466,.313,2.9,7.3,5.0,19.8,4.7,0.9,14.4,22.7,0.2,1.6,1.8,.084,-0.5,2.9,2.4,1.2,
10,Bob Carrington,24,SG,37,1032,8.3,.444,.247,3.8,6.9,5.3,7.2,1.8,0.6,13.2,17.9,-0.4,0.8,0.4,.017,-3.9,-0.3,-4.2,-0.6,
11,Kim Hughes,25,C,56,854,6.8,.356,.181,10.3,17.3,13.6,5.4,2.5,3.0,24.8,9.9,-1.0,1.3,0.4,.021,-4.8,2.0,-2.8,-0.2,
12,Wilson Washington,22,PF,24,523,11.9,.506,.251,8.5,18.3,13.2,2.4,1.4,3.5,20.3,18.4,-0.3,0.7,0.4,.041,-3.2,0.2,-2.9,-0.1,
13,Bird Averitt,25,SG,21,409,8.2,.419,.239,1.6,6.5,3.9,23.0,1.8,0.1,20.9,23.7,-0.8,0.3,-0.5,-0.059,-4.0,-1.9,-5.9,-0.4,
14,Louie Nelson,26,SG,25,353,14.0,.463,.371,3.1,10.7,6.7,12.5,2.5,0.9,14.9,28.1,-0.3,0.4,0.1,.016,-1.5,-0.3,-1.8,0.0,
15,Bubbles Hawkins,23,SG,15,343,13.3,.501,.193,5.7,8.6,7.1,15.6,2.8,2.0,20.9,22.1,-0.1,0.4,0.3,.042,-1.6,1.0,-0.6,0.1,
16,Al Skinner,25,SG,8,277,13.3,.503,.436,4.7,14.0,9.1,16.0,2.0,0.9,19.4,19.9,0.1,0.3,0.4,.073,-1.4,0.5,-0.9,0.1,
17,Mark Crow,23,SF,15,154,12.7,.473,.250,8.4,8.6,8.5,7.8,1.4,0.3,11.9,24.1,0.1,0.1,0.2,.051,-2.2,-1.0,-3.2,0.0,
18,Dave Wohl,28,PG,10,118,1.5,.446,.353,0.8,2.6,1.6,14.0,1.1,0.0,28.9,17.3,-0.2,0.0,-0.2,-0.079,-5.8,-1.0,-6.9,-0.2,
