Rk,Player,Age,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,George Gervin,25,SG,6,227,29.4,.597,.394,5.2,10.3,7.9,13.8,1.2,3.5,10.2,32.8,1.0,0.2,1.2,.247,7.5,0.7,8.2,0.6,
2,Mike Gale,27,SG,6,201,9.8,.450,.071,3.8,9.1,6.5,18.6,1.6,1.0,22.7,14.9,-0.1,0.1,0.0,.001,-2.7,-0.7,-3.4,-0.1,
3,Larry Kenon,25,SF,6,200,16.3,.476,.184,8.6,19.9,14.4,15.2,1.2,0.5,14.6,26.2,0.1,0.2,0.2,.054,-0.7,-1.5,-2.2,0.0,
4,Billy Paultz,29,C,6,191,14.5,.490,.270,4.0,18.2,11.3,9.2,1.2,1.3,7.8,16.1,0.2,0.2,0.4,.093,0.2,-0.3,0.0,0.1,
5,Mike Green,26,C,6,174,17.2,.521,.172,10.5,15.8,13.3,8.0,1.3,4.6,11.4,16.2,0.3,0.2,0.5,.134,0.0,1.0,1.1,0.1,
6,Mark Olberding,21,PF,6,152,16.4,.547,.294,6.4,14.1,10.4,11.7,1.8,2.0,12.2,17.3,0.3,0.1,0.4,.139,0.0,0.9,0.9,0.1,
7,Louie Dampier,33,PG,6,129,9.9,.451,.108,0.8,4.8,2.8,14.2,1.4,0.8,9.4,13.3,0.0,0.0,0.1,.032,-2.3,-0.5,-2.8,0.0,
8,Coby Dietrick,29,PF,6,96,11.2,.520,.074,9.0,18.1,13.7,5.2,2.4,2.6,24.4,15.4,0.0,0.1,0.1,.043,-3.7,1.3,-2.4,0.0,
9,Allan Bristow,26,SF,5,51,16.2,.624,.400,8.5,14.0,11.3,17.7,1.8,0.0,22.1,17.8,0.1,0.0,0.1,.133,-0.9,0.5,-0.4,0.0,
10,James Silas,28,PG,3,19,3.3,.322,.200,0.0,0.0,0.0,6.6,2.4,0.0,8.4,25.1,-0.1,0.0,-0.1,-0.155,-7.6,-3.4,-10.9,0.0,
