Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Larry Bird,23,PF,9,372,18.3,.511,.085,.141,6.7,24.5,15.5,17.7,1.9,1.3,14.9,25.2,0.3,0.8,1.1,.136,3.5,0.9,4.3,0.6,
2,Tiny Archibald,31,PG,9,332,13.2,.595,.022,.472,1.0,2.8,1.9,29.5,1.5,0.0,26.1,18.6,0.4,0.4,0.7,.105,1.9,-1.8,0.1,0.2,
3,Cedric Maxwell,24,SF,9,320,21.8,.684,.000,.656,10.9,21.2,16.0,8.8,0.8,1.9,15.5,18.8,1.1,0.6,1.7,.255,6.1,0.3,6.4,0.7,
4,Dave Cowens,31,C,9,301,14.1,.501,.019,.107,6.7,18.4,12.5,10.0,1.5,1.4,6.9,16.3,0.4,0.6,1.0,.155,1.7,0.7,2.5,0.3,
5,Chris Ford,31,SG,9,279,9.7,.479,.165,.190,3.6,6.6,5.1,10.2,2.5,1.3,13.2,15.0,0.1,0.5,0.5,.091,-0.8,1.5,0.7,0.2,
6,M.L. Carr,29,SF,9,172,14.0,.453,.063,.300,9.2,12.7,10.9,9.5,1.7,0.3,7.2,24.0,0.1,0.3,0.4,.110,1.2,-1.0,0.2,0.1,
7,Rick Robey,24,C,9,151,11.9,.465,.019,.264,9.7,14.5,12.1,9.4,2.3,1.2,11.9,18.8,0.0,0.3,0.3,.103,-0.6,0.5,-0.2,0.1,
8,Pete Maravich,32,SG,9,104,11.0,.516,.118,.059,0.0,8.9,4.4,9.3,1.4,0.0,14.7,25.0,-0.1,0.1,0.1,.039,-1.0,-1.3,-2.3,0.0,
9,Gerald Henderson,24,PG,9,101,11.8,.459,.054,.541,4.5,6.8,5.6,16.7,2.0,0.0,13.3,22.1,0.0,0.1,0.1,.066,0.1,-0.7,-0.6,0.0,
10,Eric Fernsten,26,PF,5,18,11.8,.410,.000,.500,18.8,12.8,15.8,0.0,0.0,10.0,21.5,21.9,0.0,0.0,0.0,.010,0.1,-0.5,-0.5,0.0,
11,Jeff Judkins,23,SF,7,10,39.8,.563,.375,.000,33.8,11.5,22.8,0.0,4.9,0.0,0.0,33.9,0.1,0.0,0.1,.370,18.3,1.7,20.0,0.1,
