Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Moses Malone,28,C,5,212,17.0,.551,.000,.386,11.4,27.1,19.3,5.2,0.7,3.1,17.8,23.1,0.1,0.4,0.5,.110,0.9,-1.0,-0.1,0.1,
2,Julius Erving,33,SF,5,194,15.2,.531,.013,.289,5.6,13.9,9.8,20.4,2.0,1.9,19.7,22.8,0.0,0.3,0.3,.071,1.7,0.3,2.0,0.2,
3,Andrew Toney,26,SG,5,180,12.1,.571,.065,.390,3.4,3.9,3.6,17.8,1.1,0.3,21.7,26.6,0.0,0.2,0.1,.029,-0.9,-2.5,-3.4,-0.1,
4,Maurice Cheeks,27,PG,5,171,16.4,.564,.015,.224,1.4,6.8,4.2,18.2,3.6,0.0,12.0,20.3,0.2,0.3,0.5,.137,0.3,1.8,2.2,0.2,
5,Bobby Jones,32,PF,5,130,14.8,.610,.000,.613,8.3,12.6,10.5,9.9,1.1,3.2,16.9,15.1,0.2,0.2,0.4,.146,2.4,0.7,3.1,0.2,
6,Clint Richardson,27,SG,5,115,12.5,.654,.000,.522,4.2,12.2,8.3,12.4,1.2,0.5,12.4,11.6,0.2,0.1,0.4,.162,0.2,0.8,1.0,0.1,
7,Marc Iavaroni,27,PF,4,64,6.5,.594,.133,.533,5.7,9.1,7.4,6.6,0.7,0.9,21.3,15.2,0.0,0.1,0.1,.076,-4.3,-0.4,-4.7,0.0,
8,Sam Williams,24,PF,4,55,2.3,.282,.000,.250,2.2,10.6,6.5,7.0,1.7,6.5,36.0,10.5,-0.2,0.1,-0.1,-0.070,-5.5,2.7,-2.8,0.0,
9,Clemon Johnson,27,C,5,45,2.2,.333,.000,.000,8.0,7.8,7.9,0.0,1.1,5.3,20.0,13.8,-0.1,0.1,-0.1,-0.060,-6.3,-0.3,-6.6,-0.1,
10,Wes Matthews,24,PG,4,23,7.0,.563,.250,.250,0.0,0.0,0.0,27.1,2.1,0.0,31.1,23.2,0.0,0.0,0.0,-0.043,-2.8,-2.0,-4.8,0.0,
11,Sedale Threatt,22,PG,3,6,7.1,.333,.667,.000,20.1,19.5,19.8,25.6,7.9,0.0,40.0,34.6,-0.1,0.0,0.0,-0.298,-5.6,0.9,-4.7,0.0,
12,Leo Rautins,23,SF,3,5,33.4,.500,.667,.000,48.2,0.0,23.8,32.4,9.5,0.0,0.0,24.9,0.0,0.0,0.0,.450,14.3,6.9,21.2,0.0,
