Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Fred VanVleet,25,SG,11,11,430,16.4,.537,.579,.132,1.2,11.0,6.0,28.4,2.0,1.7,9.9,22.9,0.4,0.8,1.2,.134,2.9,1.9,4.7,0.7,
2,Pascal Siakam,25,PF,11,11,418,11.0,.462,.291,.253,3.5,18.2,10.7,16.0,1.4,1.0,9.8,23.7,-0.4,0.7,0.4,.040,-2.1,0.1,-2.0,0.0,
3,Kyle Lowry,33,PG,11,11,413,16.1,.559,.486,.405,2.0,17.1,9.4,23.9,2.2,2.1,13.8,21.6,0.4,0.8,1.3,.146,0.9,2.6,3.5,0.5,
4,OG Anunoby,22,SF,11,11,393,11.5,.573,.466,.318,7.0,14.0,10.4,4.7,1.4,3.5,13.8,13.1,0.2,0.7,0.9,.116,-0.6,1.5,0.9,0.3,
5,Norman Powell,26,SG,11,0,273,14.5,.629,.500,.279,1.5,8.9,5.1,6.6,1.1,1.2,8.6,20.6,0.4,0.4,0.8,.136,1.0,0.5,1.5,0.2,
6,Serge Ibaka,30,C,11,0,251,25.2,.702,.409,.127,7.1,29.9,18.3,9.4,0.4,6.0,9.4,22.5,0.8,0.5,1.3,.250,5.2,2.6,7.7,0.6,
7,Marc Gasol,35,C,11,11,228,7.8,.467,.422,.234,1.9,21.3,11.3,18.4,1.1,3.3,18.5,16.8,-0.2,0.4,0.2,.043,-4.5,2.6,-1.9,0.0,
8,Terence Davis,22,SG,6,0,84,14.0,.670,.655,.241,2.5,14.4,8.3,13.2,0.6,0.0,15.8,20.0,0.1,0.1,0.2,.140,-0.4,-0.8,-1.2,0.0,
9,Matt Thomas,25,SG,10,0,84,15.6,.738,.571,.000,1.3,17.1,9.0,12.9,0.6,1.3,4.5,11.5,0.2,0.1,0.3,.196,1.7,1.3,2.9,0.1,
10,Chris Boucher,27,C,7,0,43,4.3,.350,.455,.091,7.4,23.1,15.0,3.2,0.0,5.0,8.0,12.8,-0.1,0.1,0.0,.013,-5.0,-2.2,-7.2,-0.1,
11,Rondae Hollis-Jefferson,25,PF,5,0,39,17.2,.518,.100,.800,13.5,14.1,13.8,11.0,2.5,2.7,6.9,16.4,0.1,0.1,0.2,.202,-1.3,0.5,-0.8,0.0,
12,Stanley Johnson,23,PF,3,0,20,22.9,.568,.455,.091,5.3,16.5,10.8,54.6,0.0,0.0,8.0,27.4,0.1,0.0,0.1,.249,2.4,0.7,3.2,0.0,
13,Paul Watson,25,SF,2,0,9,13.9,.500,.000,.000,0.0,0.0,0.0,16.1,5.4,0.0,0.0,9.8,0.0,0.0,0.0,.151,-1.2,1.7,0.5,0.0,
14,Malcolm Miller,26,SF,1,0,5,2.1,.500,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,-0.007,-7.9,-2.9,-10.8,0.0,
