Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Sidney Moncrief,23,SG,7,277,12.6,.536,.000,.739,7.9,12.2,10.0,9.5,2.2,0.7,17.9,16.4,0.3,0.2,0.5,.085,0.9,-0.4,0.5,0.2,
2,Marques Johnson,24,SF,7,266,27.7,.580,.007,.237,17.7,11.3,14.6,21.8,1.9,1.6,8.0,24.9,1.3,0.1,1.4,.260,11.1,-0.2,10.9,0.9,
3,Bob Lanier,32,C,7,236,22.5,.621,.000,.376,5.8,20.4,12.9,18.1,2.5,2.1,13.1,19.7,0.8,0.3,1.0,.206,6.2,2.1,8.3,0.6,
4,Junior Bridgeman,27,SF,7,183,14.3,.500,.011,.176,3.8,5.9,4.8,19.7,1.6,0.0,10.1,24.3,0.3,0.0,0.4,.098,1.1,-1.4,-0.4,0.1,
5,Quinn Buckner,26,PG,7,183,12.3,.470,.000,.267,3.1,9.9,6.4,26.3,3.0,0.0,17.3,18.1,0.1,0.1,0.2,.064,-0.7,0.6,-0.2,0.1,
6,Brian Winters,28,SG,7,181,13.0,.514,.098,.262,2.5,12.6,7.5,17.0,2.7,0.3,15.0,18.0,0.2,0.1,0.3,.088,-0.2,0.8,0.5,0.1,
7,Mickey Johnson,28,PF,7,170,16.0,.510,.015,.538,16.2,16.3,16.2,10.7,2.6,2.1,20.7,24.3,0.2,0.2,0.3,.089,0.7,-0.5,0.2,0.1,
8,Harvey Catchings,29,PF,7,109,3.4,.237,.000,.125,10.5,17.7,14.0,8.7,0.0,6.1,29.3,8.9,-0.2,0.1,-0.1,-0.039,-5.5,1.3,-4.2,-0.1,
9,Mike Evans,25,PG,4,38,17.6,.609,.118,.471,0.0,3.2,1.5,25.0,0.0,1.6,12.8,25.3,0.2,0.0,0.1,.183,2.0,-1.1,0.9,0.0,
10,Pat Cummings,24,C,5,25,7.9,.353,.000,.364,13.8,14.5,14.1,0.0,2.0,0.0,7.3,22.5,0.0,0.0,0.0,-0.004,-2.7,-5.1,-7.8,0.0,
11,Len Elmore,28,C,4,12,-12.1,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6.8,0.0,0.0,-0.1,-0.204,-14.0,-3.5,-17.5,0.0,
