Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Bernard King,27,SF,12,477,27.6,.620,.004,.436,6.7,10.8,8.8,14.8,1.4,0.7,8.4,31.9,2.1,0.3,2.3,.234,8.4,0.2,8.6,1.3,
2,Bill Cartwright,26,C,12,398,17.5,.648,.000,.635,7.7,20.3,14.0,1.9,0.2,2.0,13.9,19.5,1.0,0.3,1.3,.154,1.5,-0.7,0.8,0.3,
3,Rory Sparrow,25,PG,12,389,12.0,.499,.050,.248,2.9,4.6,3.8,31.1,1.5,0.1,18.3,17.5,0.2,0.1,0.3,.041,0.0,-1.0,-1.0,0.1,
4,Truck Robinson,32,PF,12,362,8.1,.527,.000,.203,9.7,20.4,15.1,2.6,0.9,1.4,25.1,12.3,-0.2,0.3,0.1,.014,-2.7,-0.2,-2.9,-0.1,
5,Ray Williams,29,SG,11,310,11.6,.418,.092,.300,2.9,11.2,7.1,40.4,2.7,0.2,21.8,25.2,-0.5,0.3,-0.2,-0.038,-1.4,-0.3,-1.7,0.0,
6,Trent Tucker,24,SG,12,254,11.1,.515,.060,.119,2.7,5.3,4.0,15.5,2.1,0.7,12.0,16.4,0.1,0.1,0.3,.050,-1.1,0.9,-0.2,0.1,
7,Louis Orr,25,SF,12,229,8.8,.466,.000,.271,10.9,13.7,12.3,3.6,0.8,0.2,11.3,16.0,0.1,0.1,0.2,.034,-2.4,-1.2,-3.6,-0.1,
8,Marvin Webster,31,C,12,204,11.6,.520,.000,.517,13.4,17.6,15.5,1.9,1.0,4.7,5.3,7.6,0.3,0.2,0.5,.115,-0.6,1.4,0.9,0.1,
9,Darrell Walker,22,PG,12,195,10.9,.440,.000,.630,11.7,8.6,10.1,14.4,6.0,0.6,25.6,26.6,-0.6,0.3,-0.3,-0.066,-4.2,2.9,-1.3,0.0,
10,Ernie Grunfeld,28,SG,11,84,8.0,.525,.000,.174,1.4,10.7,6.0,9.9,1.2,0.0,13.9,14.2,0.0,0.0,0.1,.037,-3.3,0.2,-3.2,0.0,
11,Eric Fernsten,30,PF,2,3,14.7,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,0.0,0.0,0.0,.019,1.6,-3.9,-2.3,0.0,
