Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Kiki Vandeweghe,24,PF,8,317,20.1,.588,.025,.313,1.8,14.7,8.0,14.8,0.6,1.1,6.2,23.7,0.8,0.1,0.9,.143,3.6,-0.2,3.4,0.4,
2,T.R. Dunn,27,SG,8,300,8.1,.460,.000,.195,8.5,17.2,12.7,7.4,1.8,0.5,23.9,7.6,0.0,0.2,0.2,.032,-2.3,1.0,-1.3,0.1,
3,Alex English,29,SF,7,270,18.4,.522,.013,.353,7.0,9.0,8.0,21.9,0.6,1.3,10.8,27.9,0.4,0.1,0.5,.085,2.7,-0.7,2.0,0.3,
4,Dan Issel,34,C,8,227,22.4,.548,.007,.213,5.4,20.0,12.5,16.9,1.7,1.1,6.3,27.1,0.5,0.2,0.7,.144,3.8,0.9,4.7,0.4,
5,Mike Evans,27,SG,8,183,11.4,.528,.135,.230,1.0,9.4,5.1,27.3,1.2,0.0,21.3,21.9,-0.1,0.0,-0.1,-0.016,-2.1,-1.1,-3.3,-0.1,
6,Danny Schayes,23,C,8,163,9.8,.575,.000,.349,6.4,18.0,12.0,10.4,0.5,1.5,25.5,15.8,0.0,0.1,0.1,.023,-4.0,0.4,-3.5,-0.1,
7,Bill Hanzlik,25,SF,8,157,9.5,.470,.040,.340,1.8,14.2,7.8,16.1,1.7,1.6,16.1,16.9,-0.1,0.1,0.0,.010,-4.4,1.4,-3.1,0.0,
8,Rob Williams,21,PG,7,134,11.3,.499,.056,.130,1.4,8.3,4.7,35.5,2.6,0.4,25.0,22.0,-0.1,0.1,-0.1,-0.020,-3.7,0.1,-3.6,-0.1,
9,Billy McKinney,27,PG,8,113,15.4,.575,.000,.391,4.2,7.2,5.6,21.9,0.8,0.0,11.5,20.9,0.2,0.0,0.2,.086,-0.2,-0.7,-0.9,0.0,
10,Glen Gondrezick,27,PF,6,66,9.1,.377,.000,.105,17.3,12.2,14.8,7.1,0.0,0.7,4.8,12.2,0.0,0.0,0.0,.034,-1.4,-2.3,-3.7,0.0,
11,Dave Robisch,33,C,3,22,2.9,.127,.000,.286,12.9,27.6,20.0,5.0,0.0,2.2,0.0,13.9,-0.1,0.0,-0.1,-0.131,-6.2,-2.7,-8.9,0.0,
12,James Ray,25,PF,3,18,-2.3,.193,.000,.667,5.3,11.2,8.2,0.0,0.0,2.7,0.0,16.7,-0.1,0.0,-0.1,-0.193,-10.2,-3.8,-14.0,-0.1,
