Team,TeamURL
Golden State Warriors,https://www.basketball-reference.com/teams/GSW/2018.html
Houston Rockets,https://www.basketball-reference.com/teams/HOU/2018.html
New Orleans Pelicans,https://www.basketball-reference.com/teams/NOP/2018.html
Toronto Raptors,https://www.basketball-reference.com/teams/TOR/2018.html
Cleveland Cavaliers,https://www.basketball-reference.com/teams/CLE/2018.html
Denver Nuggets,https://www.basketball-reference.com/teams/DEN/2018.html
Philadelphia 76ers,https://www.basketball-reference.com/teams/PHI/2018.html
Minnesota Timberwolves,https://www.basketball-reference.com/teams/MIN/2018.html
Los Angeles Clippers,https://www.basketball-reference.com/teams/LAC/2018.html
Charlotte Hornets,https://www.basketball-reference.com/teams/CHO/2018.html
Los Angeles Lakers,https://www.basketball-reference.com/teams/LAL/2018.html
Oklahoma City Thunder,https://www.basketball-reference.com/teams/OKC/2018.html
Washington Wizards,https://www.basketball-reference.com/teams/WAS/2018.html
Brooklyn Nets,https://www.basketball-reference.com/teams/BRK/2018.html
Milwaukee Bucks,https://www.basketball-reference.com/teams/MIL/2018.html
Indiana Pacers,https://www.basketball-reference.com/teams/IND/2018.html
Portland Trail Blazers,https://www.basketball-reference.com/teams/POR/2018.html
New York Knicks,https://www.basketball-reference.com/teams/NYK/2018.html
Utah Jazz,https://www.basketball-reference.com/teams/UTA/2018.html
Boston Celtics,https://www.basketball-reference.com/teams/BOS/2018.html
Phoenix Suns,https://www.basketball-reference.com/teams/PHO/2018.html
Detroit Pistons,https://www.basketball-reference.com/teams/DET/2018.html
Miami Heat,https://www.basketball-reference.com/teams/MIA/2018.html
Orlando Magic,https://www.basketball-reference.com/teams/ORL/2018.html
Atlanta Hawks,https://www.basketball-reference.com/teams/ATL/2018.html
Chicago Bulls,https://www.basketball-reference.com/teams/CHI/2018.html
San Antonio Spurs,https://www.basketball-reference.com/teams/SAS/2018.html
Dallas Mavericks,https://www.basketball-reference.com/teams/DAL/2018.html
Memphis Grizzlies,https://www.basketball-reference.com/teams/MEM/2018.html
Sacramento Kings,https://www.basketball-reference.com/teams/SAC/2018.html
