Team,TeamURL
Sacramento Kings,https://www.basketball-reference.com/teams/SAC/2001.html
Milwaukee Bucks,https://www.basketball-reference.com/teams/MIL/2001.html
Los Angeles Lakers,https://www.basketball-reference.com/teams/LAL/2001.html
Dallas Mavericks,https://www.basketball-reference.com/teams/DAL/2001.html
Toronto Raptors,https://www.basketball-reference.com/teams/TOR/2001.html
Orlando Magic,https://www.basketball-reference.com/teams/ORL/2001.html
Seattle SuperSonics,https://www.basketball-reference.com/teams/SEA/2001.html
Minnesota Timberwolves,https://www.basketball-reference.com/teams/MIN/2001.html
Houston Rockets,https://www.basketball-reference.com/teams/HOU/2001.html
Utah Jazz,https://www.basketball-reference.com/teams/UTA/2001.html
Denver Nuggets,https://www.basketball-reference.com/teams/DEN/2001.html
San Antonio Spurs,https://www.basketball-reference.com/teams/SAS/2001.html
Detroit Pistons,https://www.basketball-reference.com/teams/DET/2001.html
Portland Trail Blazers,https://www.basketball-reference.com/teams/POR/2001.html
Philadelphia 76ers,https://www.basketball-reference.com/teams/PHI/2001.html
Boston Celtics,https://www.basketball-reference.com/teams/BOS/2001.html
Phoenix Suns,https://www.basketball-reference.com/teams/PHO/2001.html
Washington Wizards,https://www.basketball-reference.com/teams/WAS/2001.html
Indiana Pacers,https://www.basketball-reference.com/teams/IND/2001.html
Los Angeles Clippers,https://www.basketball-reference.com/teams/LAC/2001.html
Golden State Warriors,https://www.basketball-reference.com/teams/GSW/2001.html
Cleveland Cavaliers,https://www.basketball-reference.com/teams/CLE/2001.html
New Jersey Nets,https://www.basketball-reference.com/teams/NJN/2001.html
Charlotte Hornets,https://www.basketball-reference.com/teams/CHH/2001.html
Vancouver Grizzlies,https://www.basketball-reference.com/teams/VAN/2001.html
Atlanta Hawks,https://www.basketball-reference.com/teams/ATL/2001.html
Miami Heat,https://www.basketball-reference.com/teams/MIA/2001.html
New York Knicks,https://www.basketball-reference.com/teams/NYK/2001.html
Chicago Bulls,https://www.basketball-reference.com/teams/CHI/2001.html
