Team,TeamURL
Denver Nuggets,https://www.basketball-reference.com/teams/DEN/1983.html
Los Angeles Lakers,https://www.basketball-reference.com/teams/LAL/1983.html
San Antonio Spurs,https://www.basketball-reference.com/teams/SAS/1983.html
Kansas City Kings,https://www.basketball-reference.com/teams/KCK/1983.html
Dallas Mavericks,https://www.basketball-reference.com/teams/DAL/1983.html
Detroit Pistons,https://www.basketball-reference.com/teams/DET/1983.html
Boston Celtics,https://www.basketball-reference.com/teams/BOS/1983.html
Philadelphia 76ers,https://www.basketball-reference.com/teams/PHI/1983.html
Chicago Bulls,https://www.basketball-reference.com/teams/CHI/1983.html
Seattle SuperSonics,https://www.basketball-reference.com/teams/SEA/1983.html
Utah Jazz,https://www.basketball-reference.com/teams/UTA/1983.html
Indiana Pacers,https://www.basketball-reference.com/teams/IND/1983.html
Golden State Warriors,https://www.basketball-reference.com/teams/GSW/1983.html
San Diego Clippers,https://www.basketball-reference.com/teams/SDC/1983.html
Portland Trail Blazers,https://www.basketball-reference.com/teams/POR/1983.html
Phoenix Suns,https://www.basketball-reference.com/teams/PHO/1983.html
Milwaukee Bucks,https://www.basketball-reference.com/teams/MIL/1983.html
New Jersey Nets,https://www.basketball-reference.com/teams/NJN/1983.html
Atlanta Hawks,https://www.basketball-reference.com/teams/ATL/1983.html
New York Knicks,https://www.basketball-reference.com/teams/NYK/1983.html
Houston Rockets,https://www.basketball-reference.com/teams/HOU/1983.html
Washington Bullets,https://www.basketball-reference.com/teams/WSB/1983.html
Cleveland Cavaliers,https://www.basketball-reference.com/teams/CLE/1983.html
