Team,TeamURL
Sacramento Kings,https://www.basketball-reference.com/teams/SAC/2000.html
Detroit Pistons,https://www.basketball-reference.com/teams/DET/2000.html
Dallas Mavericks,https://www.basketball-reference.com/teams/DAL/2000.html
Indiana Pacers,https://www.basketball-reference.com/teams/IND/2000.html
Milwaukee Bucks,https://www.basketball-reference.com/teams/MIL/2000.html
Los Angeles Lakers,https://www.basketball-reference.com/teams/LAL/2000.html
Orlando Magic,https://www.basketball-reference.com/teams/ORL/2000.html
Houston Rockets,https://www.basketball-reference.com/teams/HOU/2000.html
Boston Celtics,https://www.basketball-reference.com/teams/BOS/2000.html
Seattle SuperSonics,https://www.basketball-reference.com/teams/SEA/2000.html
Denver Nuggets,https://www.basketball-reference.com/teams/DEN/2000.html
Phoenix Suns,https://www.basketball-reference.com/teams/PHO/2000.html
Minnesota Timberwolves,https://www.basketball-reference.com/teams/MIN/2000.html
Charlotte Hornets,https://www.basketball-reference.com/teams/CHH/2000.html
New Jersey Nets,https://www.basketball-reference.com/teams/NJN/2000.html
Portland Trail Blazers,https://www.basketball-reference.com/teams/POR/2000.html
Toronto Raptors,https://www.basketball-reference.com/teams/TOR/2000.html
Cleveland Cavaliers,https://www.basketball-reference.com/teams/CLE/2000.html
Washington Wizards,https://www.basketball-reference.com/teams/WAS/2000.html
Utah Jazz,https://www.basketball-reference.com/teams/UTA/2000.html
San Antonio Spurs,https://www.basketball-reference.com/teams/SAS/2000.html
Golden State Warriors,https://www.basketball-reference.com/teams/GSW/2000.html
Philadelphia 76ers,https://www.basketball-reference.com/teams/PHI/2000.html
Miami Heat,https://www.basketball-reference.com/teams/MIA/2000.html
Atlanta Hawks,https://www.basketball-reference.com/teams/ATL/2000.html
Vancouver Grizzlies,https://www.basketball-reference.com/teams/VAN/2000.html
New York Knicks,https://www.basketball-reference.com/teams/NYK/2000.html
Los Angeles Clippers,https://www.basketball-reference.com/teams/LAC/2000.html
Chicago Bulls,https://www.basketball-reference.com/teams/CHI/2000.html
