Team,TeamURL
Utah Jazz,https://www.basketball-reference.com/teams/UTA/1997.html
Chicago Bulls,https://www.basketball-reference.com/teams/CHI/1997.html
Phoenix Suns,https://www.basketball-reference.com/teams/PHO/1997.html
Seattle SuperSonics,https://www.basketball-reference.com/teams/SEA/1997.html
Boston Celtics,https://www.basketball-reference.com/teams/BOS/1997.html
Houston Rockets,https://www.basketball-reference.com/teams/HOU/1997.html
Philadelphia 76ers,https://www.basketball-reference.com/teams/PHI/1997.html
Los Angeles Lakers,https://www.basketball-reference.com/teams/LAL/1997.html
Golden State Warriors,https://www.basketball-reference.com/teams/GSW/1997.html
Washington Bullets,https://www.basketball-reference.com/teams/WSB/1997.html
Portland Trail Blazers,https://www.basketball-reference.com/teams/POR/1997.html
Charlotte Hornets,https://www.basketball-reference.com/teams/CHH/1997.html
Denver Nuggets,https://www.basketball-reference.com/teams/DEN/1997.html
Los Angeles Clippers,https://www.basketball-reference.com/teams/LAC/1997.html
New Jersey Nets,https://www.basketball-reference.com/teams/NJN/1997.html
Sacramento Kings,https://www.basketball-reference.com/teams/SAC/1997.html
Minnesota Timberwolves,https://www.basketball-reference.com/teams/MIN/1997.html
Toronto Raptors,https://www.basketball-reference.com/teams/TOR/1997.html
New York Knicks,https://www.basketball-reference.com/teams/NYK/1997.html
Indiana Pacers,https://www.basketball-reference.com/teams/IND/1997.html
Milwaukee Bucks,https://www.basketball-reference.com/teams/MIL/1997.html
Miami Heat,https://www.basketball-reference.com/teams/MIA/1997.html
Atlanta Hawks,https://www.basketball-reference.com/teams/ATL/1997.html
Detroit Pistons,https://www.basketball-reference.com/teams/DET/1997.html
Orlando Magic,https://www.basketball-reference.com/teams/ORL/1997.html
Dallas Mavericks,https://www.basketball-reference.com/teams/DAL/1997.html
San Antonio Spurs,https://www.basketball-reference.com/teams/SAS/1997.html
Vancouver Grizzlies,https://www.basketball-reference.com/teams/VAN/1997.html
Cleveland Cavaliers,https://www.basketball-reference.com/teams/CLE/1997.html
