Team,TeamURL
Golden State Warriors,https://www.basketball-reference.com/teams/GSW/1992.html
Indiana Pacers,https://www.basketball-reference.com/teams/IND/1992.html
Phoenix Suns,https://www.basketball-reference.com/teams/PHO/1992.html
Portland Trail Blazers,https://www.basketball-reference.com/teams/POR/1992.html
Chicago Bulls,https://www.basketball-reference.com/teams/CHI/1992.html
Charlotte Hornets,https://www.basketball-reference.com/teams/CHH/1992.html
Cleveland Cavaliers,https://www.basketball-reference.com/teams/CLE/1992.html
Utah Jazz,https://www.basketball-reference.com/teams/UTA/1992.html
Boston Celtics,https://www.basketball-reference.com/teams/BOS/1992.html
Seattle SuperSonics,https://www.basketball-reference.com/teams/SEA/1992.html
Atlanta Hawks,https://www.basketball-reference.com/teams/ATL/1992.html
New Jersey Nets,https://www.basketball-reference.com/teams/NJN/1992.html
Miami Heat,https://www.basketball-reference.com/teams/MIA/1992.html
Milwaukee Bucks,https://www.basketball-reference.com/teams/MIL/1992.html
Sacramento Kings,https://www.basketball-reference.com/teams/SAC/1992.html
San Antonio Spurs,https://www.basketball-reference.com/teams/SAS/1992.html
Los Angeles Clippers,https://www.basketball-reference.com/teams/LAC/1992.html
Washington Bullets,https://www.basketball-reference.com/teams/WSB/1992.html
Houston Rockets,https://www.basketball-reference.com/teams/HOU/1992.html
Philadelphia 76ers,https://www.basketball-reference.com/teams/PHI/1992.html
New York Knicks,https://www.basketball-reference.com/teams/NYK/1992.html
Orlando Magic,https://www.basketball-reference.com/teams/ORL/1992.html
Minnesota Timberwolves,https://www.basketball-reference.com/teams/MIN/1992.html
Los Angeles Lakers,https://www.basketball-reference.com/teams/LAL/1992.html
Denver Nuggets,https://www.basketball-reference.com/teams/DEN/1992.html
Detroit Pistons,https://www.basketball-reference.com/teams/DET/1992.html
Dallas Mavericks,https://www.basketball-reference.com/teams/DAL/1992.html
