Team,TeamURL
Denver Nuggets,https://www.basketball-reference.com/teams/DEN/1982.html
Los Angeles Lakers,https://www.basketball-reference.com/teams/LAL/1982.html
San Antonio Spurs,https://www.basketball-reference.com/teams/SAS/1982.html
Boston Celtics,https://www.basketball-reference.com/teams/BOS/1982.html
Philadelphia 76ers,https://www.basketball-reference.com/teams/PHI/1982.html
Detroit Pistons,https://www.basketball-reference.com/teams/DET/1982.html
Golden State Warriors,https://www.basketball-reference.com/teams/GSW/1982.html
Utah Jazz,https://www.basketball-reference.com/teams/UTA/1982.html
Portland Trail Blazers,https://www.basketball-reference.com/teams/POR/1982.html
San Diego Clippers,https://www.basketball-reference.com/teams/SDC/1982.html
Milwaukee Bucks,https://www.basketball-reference.com/teams/MIL/1982.html
Seattle SuperSonics,https://www.basketball-reference.com/teams/SEA/1982.html
Kansas City Kings,https://www.basketball-reference.com/teams/KCK/1982.html
New Jersey Nets,https://www.basketball-reference.com/teams/NJN/1982.html
Chicago Bulls,https://www.basketball-reference.com/teams/CHI/1982.html
New York Knicks,https://www.basketball-reference.com/teams/NYK/1982.html
Phoenix Suns,https://www.basketball-reference.com/teams/PHO/1982.html
Houston Rockets,https://www.basketball-reference.com/teams/HOU/1982.html
Dallas Mavericks,https://www.basketball-reference.com/teams/DAL/1982.html
Washington Bullets,https://www.basketball-reference.com/teams/WSB/1982.html
Cleveland Cavaliers,https://www.basketball-reference.com/teams/CLE/1982.html
Indiana Pacers,https://www.basketball-reference.com/teams/IND/1982.html
Atlanta Hawks,https://www.basketball-reference.com/teams/ATL/1982.html
