Team,TeamURL
Los Angeles Lakers,https://www.basketball-reference.com/teams/LAL/1998.html
Minnesota Timberwolves,https://www.basketball-reference.com/teams/MIN/1998.html
Utah Jazz,https://www.basketball-reference.com/teams/UTA/1998.html
Seattle SuperSonics,https://www.basketball-reference.com/teams/SEA/1998.html
Phoenix Suns,https://www.basketball-reference.com/teams/PHO/1998.html
New Jersey Nets,https://www.basketball-reference.com/teams/NJN/1998.html
Houston Rockets,https://www.basketball-reference.com/teams/HOU/1998.html
Washington Wizards,https://www.basketball-reference.com/teams/WAS/1998.html
Chicago Bulls,https://www.basketball-reference.com/teams/CHI/1998.html
Charlotte Hornets,https://www.basketball-reference.com/teams/CHH/1998.html
Vancouver Grizzlies,https://www.basketball-reference.com/teams/VAN/1998.html
Indiana Pacers,https://www.basketball-reference.com/teams/IND/1998.html
Boston Celtics,https://www.basketball-reference.com/teams/BOS/1998.html
Los Angeles Clippers,https://www.basketball-reference.com/teams/LAC/1998.html
Atlanta Hawks,https://www.basketball-reference.com/teams/ATL/1998.html
Miami Heat,https://www.basketball-reference.com/teams/MIA/1998.html
Toronto Raptors,https://www.basketball-reference.com/teams/TOR/1998.html
Milwaukee Bucks,https://www.basketball-reference.com/teams/MIL/1998.html
Portland Trail Blazers,https://www.basketball-reference.com/teams/POR/1998.html
Detroit Pistons,https://www.basketball-reference.com/teams/DET/1998.html
Philadelphia 76ers,https://www.basketball-reference.com/teams/PHI/1998.html
Sacramento Kings,https://www.basketball-reference.com/teams/SAC/1998.html
San Antonio Spurs,https://www.basketball-reference.com/teams/SAS/1998.html
Cleveland Cavaliers,https://www.basketball-reference.com/teams/CLE/1998.html
New York Knicks,https://www.basketball-reference.com/teams/NYK/1998.html
Dallas Mavericks,https://www.basketball-reference.com/teams/DAL/1998.html
Orlando Magic,https://www.basketball-reference.com/teams/ORL/1998.html
Denver Nuggets,https://www.basketball-reference.com/teams/DEN/1998.html
Golden State Warriors,https://www.basketball-reference.com/teams/GSW/1998.html
