Team,TeamURL
Los Angeles Lakers,https://www.basketball-reference.com/teams/LAL/1986.html
Dallas Mavericks,https://www.basketball-reference.com/teams/DAL/1986.html
Portland Trail Blazers,https://www.basketball-reference.com/teams/POR/1986.html
Denver Nuggets,https://www.basketball-reference.com/teams/DEN/1986.html
Milwaukee Bucks,https://www.basketball-reference.com/teams/MIL/1986.html
Houston Rockets,https://www.basketball-reference.com/teams/HOU/1986.html
Detroit Pistons,https://www.basketball-reference.com/teams/DET/1986.html
Boston Celtics,https://www.basketball-reference.com/teams/BOS/1986.html
Golden State Warriors,https://www.basketball-reference.com/teams/GSW/1986.html
San Antonio Spurs,https://www.basketball-reference.com/teams/SAS/1986.html
Philadelphia 76ers,https://www.basketball-reference.com/teams/PHI/1986.html
Phoenix Suns,https://www.basketball-reference.com/teams/PHO/1986.html
Chicago Bulls,https://www.basketball-reference.com/teams/CHI/1986.html
New Jersey Nets,https://www.basketball-reference.com/teams/NJN/1986.html
Sacramento Kings,https://www.basketball-reference.com/teams/SAC/1986.html
Los Angeles Clippers,https://www.basketball-reference.com/teams/LAC/1986.html
Atlanta Hawks,https://www.basketball-reference.com/teams/ATL/1986.html
Utah Jazz,https://www.basketball-reference.com/teams/UTA/1986.html
Cleveland Cavaliers,https://www.basketball-reference.com/teams/CLE/1986.html
Seattle SuperSonics,https://www.basketball-reference.com/teams/SEA/1986.html
Indiana Pacers,https://www.basketball-reference.com/teams/IND/1986.html
Washington Bullets,https://www.basketball-reference.com/teams/WSB/1986.html
New York Knicks,https://www.basketball-reference.com/teams/NYK/1986.html
