Team,TeamURL
Philadelphia 76ers,https://www.basketball-reference.com/teams/PHI/1978.html
San Antonio Spurs,https://www.basketball-reference.com/teams/SAS/1978.html
New York Knicks,https://www.basketball-reference.com/teams/NYK/1978.html
Milwaukee Bucks,https://www.basketball-reference.com/teams/MIL/1978.html
Phoenix Suns,https://www.basketball-reference.com/teams/PHO/1978.html
Denver Nuggets,https://www.basketball-reference.com/teams/DEN/1978.html
Los Angeles Lakers,https://www.basketball-reference.com/teams/LAL/1978.html
Washington Bullets,https://www.basketball-reference.com/teams/WSB/1978.html
Kansas City Kings,https://www.basketball-reference.com/teams/KCK/1978.html
Detroit Pistons,https://www.basketball-reference.com/teams/DET/1978.html
Indiana Pacers,https://www.basketball-reference.com/teams/IND/1978.html
Portland Trail Blazers,https://www.basketball-reference.com/teams/POR/1978.html
New Orleans Jazz,https://www.basketball-reference.com/teams/NOJ/1978.html
New Jersey Nets,https://www.basketball-reference.com/teams/NJN/1978.html
Golden State Warriors,https://www.basketball-reference.com/teams/GSW/1978.html
Boston Celtics,https://www.basketball-reference.com/teams/BOS/1978.html
Buffalo Braves,https://www.basketball-reference.com/teams/BUF/1978.html
Seattle SuperSonics,https://www.basketball-reference.com/teams/SEA/1978.html
Cleveland Cavaliers,https://www.basketball-reference.com/teams/CLE/1978.html
Chicago Bulls,https://www.basketball-reference.com/teams/CHI/1978.html
Houston Rockets,https://www.basketball-reference.com/teams/HOU/1978.html
Atlanta Hawks,https://www.basketball-reference.com/teams/ATL/1978.html
