Team,TeamURL
Portland Trail Blazers,https://www.basketball-reference.com/teams/POR/1987.html
Los Angeles Lakers,https://www.basketball-reference.com/teams/LAL/1987.html
Dallas Mavericks,https://www.basketball-reference.com/teams/DAL/1987.html
Denver Nuggets,https://www.basketball-reference.com/teams/DEN/1987.html
Seattle SuperSonics,https://www.basketball-reference.com/teams/SEA/1987.html
Boston Celtics,https://www.basketball-reference.com/teams/BOS/1987.html
Golden State Warriors,https://www.basketball-reference.com/teams/GSW/1987.html
Detroit Pistons,https://www.basketball-reference.com/teams/DET/1987.html
Phoenix Suns,https://www.basketball-reference.com/teams/PHO/1987.html
Sacramento Kings,https://www.basketball-reference.com/teams/SAC/1987.html
Milwaukee Bucks,https://www.basketball-reference.com/teams/MIL/1987.html
Atlanta Hawks,https://www.basketball-reference.com/teams/ATL/1987.html
New Jersey Nets,https://www.basketball-reference.com/teams/NJN/1987.html
San Antonio Spurs,https://www.basketball-reference.com/teams/SAS/1987.html
Utah Jazz,https://www.basketball-reference.com/teams/UTA/1987.html
Houston Rockets,https://www.basketball-reference.com/teams/HOU/1987.html
Philadelphia 76ers,https://www.basketball-reference.com/teams/PHI/1987.html
Indiana Pacers,https://www.basketball-reference.com/teams/IND/1987.html
Washington Bullets,https://www.basketball-reference.com/teams/WSB/1987.html
Chicago Bulls,https://www.basketball-reference.com/teams/CHI/1987.html
Los Angeles Clippers,https://www.basketball-reference.com/teams/LAC/1987.html
Cleveland Cavaliers,https://www.basketball-reference.com/teams/CLE/1987.html
New York Knicks,https://www.basketball-reference.com/teams/NYK/1987.html
