Team,TeamURL
Denver Nuggets,https://www.basketball-reference.com/teams/DEN/2011.html
New York Knicks,https://www.basketball-reference.com/teams/NYK/2011.html
Houston Rockets,https://www.basketball-reference.com/teams/HOU/2011.html
Phoenix Suns,https://www.basketball-reference.com/teams/PHO/2011.html
Oklahoma City Thunder,https://www.basketball-reference.com/teams/OKC/2011.html
San Antonio Spurs,https://www.basketball-reference.com/teams/SAS/2011.html
Golden State Warriors,https://www.basketball-reference.com/teams/GSW/2011.html
Miami Heat,https://www.basketball-reference.com/teams/MIA/2011.html
Los Angeles Lakers,https://www.basketball-reference.com/teams/LAL/2011.html
Minnesota Timberwolves,https://www.basketball-reference.com/teams/MIN/2011.html
Dallas Mavericks,https://www.basketball-reference.com/teams/DAL/2011.html
Memphis Grizzlies,https://www.basketball-reference.com/teams/MEM/2011.html
Indiana Pacers,https://www.basketball-reference.com/teams/IND/2011.html
Utah Jazz,https://www.basketball-reference.com/teams/UTA/2011.html
Sacramento Kings,https://www.basketball-reference.com/teams/SAC/2011.html
Orlando Magic,https://www.basketball-reference.com/teams/ORL/2011.html
Toronto Raptors,https://www.basketball-reference.com/teams/TOR/2011.html
Philadelphia 76ers,https://www.basketball-reference.com/teams/PHI/2011.html
Los Angeles Clippers,https://www.basketball-reference.com/teams/LAC/2011.html
Chicago Bulls,https://www.basketball-reference.com/teams/CHI/2011.html
Washington Wizards,https://www.basketball-reference.com/teams/WAS/2011.html
Detroit Pistons,https://www.basketball-reference.com/teams/DET/2011.html
Boston Celtics,https://www.basketball-reference.com/teams/BOS/2011.html
Portland Trail Blazers,https://www.basketball-reference.com/teams/POR/2011.html
Cleveland Cavaliers,https://www.basketball-reference.com/teams/CLE/2011.html
Atlanta Hawks,https://www.basketball-reference.com/teams/ATL/2011.html
New Orleans Hornets,https://www.basketball-reference.com/teams/NOH/2011.html
New Jersey Nets,https://www.basketball-reference.com/teams/NJN/2011.html
Charlotte Bobcats,https://www.basketball-reference.com/teams/CHA/2011.html
Milwaukee Bucks,https://www.basketball-reference.com/teams/MIL/2011.html
