Team,TeamURL
San Antonio Spurs,https://www.basketball-reference.com/teams/SAS/1979.html
Phoenix Suns,https://www.basketball-reference.com/teams/PHO/1979.html
Washington Bullets,https://www.basketball-reference.com/teams/WSB/1979.html
Milwaukee Bucks,https://www.basketball-reference.com/teams/MIL/1979.html
Houston Rockets,https://www.basketball-reference.com/teams/HOU/1979.html
San Diego Clippers,https://www.basketball-reference.com/teams/SDC/1979.html
Kansas City Kings,https://www.basketball-reference.com/teams/KCK/1979.html
Los Angeles Lakers,https://www.basketball-reference.com/teams/LAL/1979.html
Denver Nuggets,https://www.basketball-reference.com/teams/DEN/1979.html
Detroit Pistons,https://www.basketball-reference.com/teams/DET/1979.html
Philadelphia 76ers,https://www.basketball-reference.com/teams/PHI/1979.html
Atlanta Hawks,https://www.basketball-reference.com/teams/ATL/1979.html
Indiana Pacers,https://www.basketball-reference.com/teams/IND/1979.html
Portland Trail Blazers,https://www.basketball-reference.com/teams/POR/1979.html
New Orleans Jazz,https://www.basketball-reference.com/teams/NOJ/1979.html
Boston Celtics,https://www.basketball-reference.com/teams/BOS/1979.html
New York Knicks,https://www.basketball-reference.com/teams/NYK/1979.html
New Jersey Nets,https://www.basketball-reference.com/teams/NJN/1979.html
Seattle SuperSonics,https://www.basketball-reference.com/teams/SEA/1979.html
Cleveland Cavaliers,https://www.basketball-reference.com/teams/CLE/1979.html
Golden State Warriors,https://www.basketball-reference.com/teams/GSW/1979.html
Chicago Bulls,https://www.basketball-reference.com/teams/CHI/1979.html
