Team,TeamURL
Sacramento Kings,https://www.basketball-reference.com/teams/SAC/1999.html
Los Angeles Lakers,https://www.basketball-reference.com/teams/LAL/1999.html
Phoenix Suns,https://www.basketball-reference.com/teams/PHO/1999.html
Seattle SuperSonics,https://www.basketball-reference.com/teams/SEA/1999.html
Portland Trail Blazers,https://www.basketball-reference.com/teams/POR/1999.html
Indiana Pacers,https://www.basketball-reference.com/teams/IND/1999.html
Houston Rockets,https://www.basketball-reference.com/teams/HOU/1999.html
Denver Nuggets,https://www.basketball-reference.com/teams/DEN/1999.html
Utah Jazz,https://www.basketball-reference.com/teams/UTA/1999.html
Boston Celtics,https://www.basketball-reference.com/teams/BOS/1999.html
Charlotte Hornets,https://www.basketball-reference.com/teams/CHH/1999.html
Minnesota Timberwolves,https://www.basketball-reference.com/teams/MIN/1999.html
San Antonio Spurs,https://www.basketball-reference.com/teams/SAS/1999.html
Milwaukee Bucks,https://www.basketball-reference.com/teams/MIL/1999.html
Dallas Mavericks,https://www.basketball-reference.com/teams/DAL/1999.html
New Jersey Nets,https://www.basketball-reference.com/teams/NJN/1999.html
Washington Wizards,https://www.basketball-reference.com/teams/WAS/1999.html
Toronto Raptors,https://www.basketball-reference.com/teams/TOR/1999.html
Los Angeles Clippers,https://www.basketball-reference.com/teams/LAC/1999.html
Detroit Pistons,https://www.basketball-reference.com/teams/DET/1999.html
Philadelphia 76ers,https://www.basketball-reference.com/teams/PHI/1999.html
Orlando Magic,https://www.basketball-reference.com/teams/ORL/1999.html
Miami Heat,https://www.basketball-reference.com/teams/MIA/1999.html
Vancouver Grizzlies,https://www.basketball-reference.com/teams/VAN/1999.html
Golden State Warriors,https://www.basketball-reference.com/teams/GSW/1999.html
New York Knicks,https://www.basketball-reference.com/teams/NYK/1999.html
Cleveland Cavaliers,https://www.basketball-reference.com/teams/CLE/1999.html
Atlanta Hawks,https://www.basketball-reference.com/teams/ATL/1999.html
Chicago Bulls,https://www.basketball-reference.com/teams/CHI/1999.html
