Team,TeamURL
San Antonio Spurs,https://www.basketball-reference.com/teams/SAS/1977.html
Denver Nuggets,https://www.basketball-reference.com/teams/DEN/1977.html
Portland Trail Blazers,https://www.basketball-reference.com/teams/POR/1977.html
Golden State Warriors,https://www.basketball-reference.com/teams/GSW/1977.html
Philadelphia 76ers,https://www.basketball-reference.com/teams/PHI/1977.html
Detroit Pistons,https://www.basketball-reference.com/teams/DET/1977.html
New York Knicks,https://www.basketball-reference.com/teams/NYK/1977.html
Milwaukee Bucks,https://www.basketball-reference.com/teams/MIL/1977.html
Kansas City Kings,https://www.basketball-reference.com/teams/KCK/1977.html
Los Angeles Lakers,https://www.basketball-reference.com/teams/LAL/1977.html
Indiana Pacers,https://www.basketball-reference.com/teams/IND/1977.html
Houston Rockets,https://www.basketball-reference.com/teams/HOU/1977.html
Washington Bullets,https://www.basketball-reference.com/teams/WSB/1977.html
Buffalo Braves,https://www.basketball-reference.com/teams/BUF/1977.html
Phoenix Suns,https://www.basketball-reference.com/teams/PHO/1977.html
New Orleans Jazz,https://www.basketball-reference.com/teams/NOJ/1977.html
Boston Celtics,https://www.basketball-reference.com/teams/BOS/1977.html
Seattle SuperSonics,https://www.basketball-reference.com/teams/SEA/1977.html
Atlanta Hawks,https://www.basketball-reference.com/teams/ATL/1977.html
Cleveland Cavaliers,https://www.basketball-reference.com/teams/CLE/1977.html
Chicago Bulls,https://www.basketball-reference.com/teams/CHI/1977.html
New York Nets,https://www.basketball-reference.com/teams/NYN/1977.html
