Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Walter Davis,28,SG,3,113,21.9,.498,.029,.304,4.3,9.6,6.8,17.6,2.5,2.4,6.0,29.0,0.2,0.1,0.3,.145,3.8,0.9,4.7,0.2,
2,Dennis Johnson,28,PG,3,108,17.9,.507,.021,.250,5.4,17.1,11.0,22.0,2.2,1.0,13.1,22.3,0.1,0.1,0.2,.098,0.7,0.5,1.2,0.1,
3,Larry Nance,23,PF,3,103,11.4,.457,.000,.286,9.5,15.8,12.5,3.7,1.4,3.2,13.2,17.3,0.0,0.1,0.1,.041,-3.5,-1.2,-4.7,-0.1,
4,Alvan Adams,28,C,3,84,15.3,.499,.000,.219,3.5,19.4,11.0,22.5,1.1,3.3,12.5,18.8,0.1,0.1,0.2,.092,-1.0,1.7,0.7,0.1,
5,Kyle Macy,25,PG,3,72,13.8,.460,.086,.200,2.7,9.1,5.7,17.6,0.7,0.0,2.6,21.3,0.1,0.0,0.1,.073,-1.3,-2.0,-3.3,0.0,
6,Alvin Scott,27,SF,3,62,10.9,.504,.000,.154,6.3,14.0,10.0,9.8,1.5,4.5,22.4,11.3,0.0,0.1,0.1,.050,-2.3,1.3,-1.0,0.0,
7,Maurice Lucas,30,PF,2,57,18.2,.571,.000,.190,8.6,13.4,10.9,19.8,2.5,0.0,14.9,18.5,0.1,0.0,0.1,.119,1.7,0.7,2.5,0.1,
8,James Edwards,27,C,3,54,15.2,.489,.000,.231,10.9,24.2,17.2,10.3,0.9,1.0,14.9,24.5,0.0,0.0,0.1,.052,-1.7,-1.8,-3.5,0.0,
9,Johnny High,25,SG,3,45,13.6,.421,.091,.182,15.2,7.3,11.5,16.5,3.1,1.2,7.8,11.3,0.1,0.0,0.1,.102,-0.6,1.5,0.9,0.0,
10,Rory White,23,SF,3,40,10.3,.508,.071,.286,2.5,24.5,12.9,0.0,0.0,0.0,6.0,16.5,0.0,0.0,0.0,.048,-3.9,-2.5,-6.4,0.0,
11,Joel Kramer,27,C,2,6,-10.3,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,0.0,0.0,-0.301,-11.8,-7.8,-19.6,0.0,
12,Charles Pittman,24,PF,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.008,-5.3,-3.7,-9.0,0.0,
