Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Marques Johnson,23,SF,7,303,14.6,.477,.023,.313,6.4,11.3,8.9,10.3,0.8,1.1,5.2,21.2,0.4,0.3,0.8,.119,2.7,-1.4,1.4,0.3,
2,Brian Winters,27,SG,7,268,13.6,.532,.210,.100,1.7,7.0,4.4,21.3,2.0,0.0,13.3,18.8,0.3,0.3,0.6,.110,2.0,-0.2,1.9,0.3,
3,Bob Lanier,31,C,7,256,20.9,.565,.000,.416,7.6,20.7,14.3,19.6,1.4,1.8,12.5,22.3,0.6,0.4,1.1,.199,5.4,1.1,6.6,0.5,
4,Dave Meyers,26,PF,7,195,10.1,.439,.048,.484,9.4,10.8,10.1,10.4,2.3,1.8,16.6,19.4,-0.2,0.3,0.1,.026,-1.0,0.0,-1.0,0.0,
5,Sidney Moncrief,22,SG,7,182,17.9,.673,.000,.608,10.7,8.5,9.6,9.2,1.4,0.3,17.8,18.1,0.5,0.2,0.7,.190,4.6,-0.9,3.7,0.3,
6,Quinn Buckner,25,PG,7,165,9.8,.372,.019,.208,4.2,6.7,5.5,26.4,4.5,0.0,18.4,18.0,-0.2,0.3,0.1,.015,-2.1,1.9,-0.3,0.1,
7,Junior Bridgeman,26,SF,5,124,8.6,.407,.018,.268,3.7,13.4,8.6,20.8,2.0,0.9,18.3,25.9,-0.3,0.2,-0.1,-0.039,-3.0,-0.7,-3.7,-0.1,
8,Richard Washington,24,PF,7,112,13.2,.523,.000,.085,7.2,12.8,10.0,4.5,1.8,4.1,14.1,21.2,0.0,0.2,0.2,.073,-1.5,0.8,-0.7,0.0,
9,Harvey Catchings,28,C,6,64,8.0,.387,.000,.667,9.0,27.6,18.5,4.0,0.0,7.2,20.5,6.4,0.0,0.1,0.1,.089,-3.2,2.5,-0.7,0.0,
10,Pat Cummings,23,C,6,57,13.5,.687,.000,.353,8.0,23.3,15.8,5.6,0.9,0.0,28.9,20.3,0.0,0.1,0.1,.092,-1.0,-0.8,-1.8,0.0,
11,Lloyd Walton,26,PG,1,4,-0.1,.000,.000,.000,0.0,27.6,14.1,30.5,0.0,14.3,50.0,20.9,0.0,0.0,0.0,-0.378,-2.8,1.3,-1.5,0.0,
