Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Calvin Natt,27,SF,5,195,17.3,.564,.042,.500,5.9,19.1,11.6,7.1,1.5,0.3,10.2,21.0,0.3,0.1,0.4,.098,1.1,-0.3,0.8,0.1,
2,Kenny Carr,28,PF,5,180,12.0,.549,.000,.322,6.4,18.4,11.6,5.0,0.5,0.7,12.9,18.0,0.1,0.0,0.2,.044,-2.2,-1.0,-3.2,-0.1,
3,Darnell Valentine,24,PG,5,178,21.2,.610,.000,.583,1.8,6.2,3.7,35.3,2.5,0.3,12.7,20.3,0.6,0.0,0.7,.183,2.8,1.4,4.2,0.3,
4,Jim Paxson,26,SG,5,172,20.5,.596,.064,.513,6.7,6.4,6.6,11.5,0.6,0.0,8.6,25.5,0.6,0.0,0.6,.154,2.9,-1.3,1.6,0.2,
5,Mychal Thompson,29,C,4,121,21.5,.568,.000,.500,7.8,22.8,14.3,18.9,2.0,1.5,10.1,20.6,0.3,0.1,0.4,.160,3.3,2.1,5.4,0.2,
6,Wayne Cooper,27,C,5,104,6.4,.393,.000,.296,11.1,11.9,11.5,5.2,0.5,2.3,14.1,14.3,-0.1,0.0,-0.1,-0.029,-4.8,-1.2,-6.1,-0.1,
7,Clyde Drexler,21,SG,5,85,13.6,.473,.029,.200,8.7,16.2,11.9,14.2,2.9,0.7,15.5,22.2,0.0,0.1,0.0,.020,-2.3,1.0,-1.4,0.0,
8,Fat Lever,23,PG,5,75,12.6,.378,.100,.333,14.0,9.2,11.9,16.4,2.6,0.0,8.0,20.9,0.0,0.0,0.0,.022,-1.0,-0.1,-1.0,0.0,
9,Audie Norris,23,C,5,52,11.7,.629,.000,.800,12.1,26.5,18.4,10.7,0.9,1.1,27.0,14.9,0.0,0.0,0.1,.063,-3.8,1.0,-2.9,0.0,
10,Jeff Lamp,24,SF,3,19,-2.1,.333,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,14.3,15.4,-0.1,0.0,-0.1,-0.164,-8.3,-4.2,-12.5,-0.1,
11,Pete Verhoeven,24,PF,3,19,-4.1,1.136,,,0.0,0.0,0.0,0.0,2.6,0.0,53.2,4.1,0.0,0.0,0.0,.021,-14.1,2.4,-11.7,0.0,
