Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Magic Johnson,23,SG,15,643,20.6,.555,.053,.393,8.9,12.9,11.0,38.6,2.5,1.0,20.9,19.4,1.5,0.6,2.1,.156,5.6,1.3,6.9,1.4,
2,Jamaal Wilkes,29,SF,15,589,15.2,.511,.007,.161,8.0,8.8,8.4,12.4,1.6,1.0,10.1,22.5,0.6,0.3,1.0,.080,1.5,-1.3,0.2,0.3,
3,Kareem Abdul-Jabbar,35,C,15,588,22.8,.608,.003,.369,4.8,16.5,10.8,10.9,1.4,5.1,13.0,26.6,1.4,0.7,2.1,.172,4.0,1.6,5.6,1.1,
4,Norm Nixon,27,PG,14,538,15.0,.514,.030,.211,2.7,7.0,4.9,23.2,1.6,0.1,11.6,22.2,0.7,0.2,0.9,.082,1.0,-1.5,-0.5,0.2,
5,Michael Cooper,26,SG,15,453,11.8,.534,.061,.360,3.0,11.2,7.2,12.0,2.7,0.7,12.6,13.6,0.5,0.4,0.9,.097,-1.0,1.5,0.4,0.3,
6,Kurt Rambis,24,PF,15,377,12.2,.599,.000,.443,8.0,18.1,13.1,6.2,1.6,2.3,19.6,12.7,0.3,0.4,0.7,.094,-0.7,0.6,-0.1,0.2,
7,Bob McAdoo,31,C,8,166,15.8,.482,.071,.167,10.1,20.2,15.3,4.3,3.2,3.3,13.4,25.6,-0.1,0.3,0.2,.058,-1.3,0.0,-1.3,0.0,
8,Mark Landsberger,27,PF,11,141,6.5,.437,.036,.143,15.1,19.2,17.2,2.5,0.0,0.8,16.8,10.3,0.0,0.1,0.1,.035,-3.1,-2.8,-5.9,-0.1,
9,Dwight Jones,30,PF,7,59,-0.9,.330,.000,.313,7.6,14.7,11.2,0.0,0.8,0.0,21.6,16.0,-0.2,0.0,-0.2,-0.123,-8.9,-3.9,-12.7,-0.2,
10,Steve Mix,35,SF,8,26,3.8,.554,.000,.600,0.0,4.2,2.1,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0,.074,-5.3,-2.1,-7.5,0.0,
11,Mike McGee,23,SF,6,25,7.1,.470,.091,.364,22.4,8.6,15.4,5.2,0.0,0.0,23.9,27.3,0.0,0.0,0.0,-0.062,-3.5,-6.0,-9.5,0.0,
12,Clay Johnson,26,SG,7,20,13.8,.571,.143,.000,11.2,10.8,11.0,6.9,2.4,0.0,12.5,16.3,0.0,0.0,0.0,.102,0.1,-0.3,-0.1,0.0,
