Rk,Player,Age,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Sidney Moncrief,26,SG,16,618,18.0,.610,.021,.702,8.8,11.4,10.2,17.5,2.2,0.9,19.6,21.7,1.0,1.0,2.0,.155,3.7,0.4,4.1,1.0,
2,Marques Johnson,27,SF,16,605,15.4,.518,.015,.330,5.9,9.8,8.0,15.8,1.4,0.6,12.1,25.3,0.4,0.8,1.2,.094,1.9,-1.2,0.8,0.4,
3,Junior Bridgeman,30,SF,16,499,13.7,.519,.047,.337,3.0,11.0,7.3,14.4,0.6,0.6,9.0,21.0,0.6,0.6,1.1,.107,1.4,-1.2,0.2,0.3,
4,Bob Lanier,35,C,16,499,14.5,.533,.000,.257,7.9,17.9,13.3,17.7,1.1,1.2,16.6,19.7,0.3,0.8,1.1,.109,1.3,0.3,1.6,0.5,
5,Mike Dunleavy,29,PG,15,393,12.2,.583,.388,.279,3.1,6.7,5.1,18.4,2.1,0.0,19.5,19.7,0.3,0.5,0.8,.098,0.1,-0.2,-0.1,0.2,
6,Alton Lister,25,PF,16,368,10.0,.545,.000,.615,8.7,20.0,14.8,4.0,0.7,3.9,21.4,14.7,-0.1,0.7,0.6,.078,-2.4,0.7,-1.7,0.0,
7,Paul Pressey,25,SG,16,351,14.8,.570,.030,.560,6.0,12.6,9.6,22.3,3.1,1.5,23.4,19.9,0.1,0.7,0.7,.102,0.8,2.1,2.9,0.4,
8,Paul Mokeski,27,C,16,322,12.3,.592,.032,.714,7.7,22.2,15.5,2.7,1.4,2.0,10.8,12.4,0.4,0.6,1.1,.160,-0.7,1.1,0.4,0.2,
9,Lorenzo Romar,25,PG,13,67,10.2,.503,.150,.550,0.0,4.7,2.5,34.3,0.0,0.0,16.8,19.2,0.0,0.0,0.1,.058,-0.6,-2.7,-3.3,0.0,
10,Randy Breuer,23,C,12,66,11.5,.443,.000,.192,11.2,17.6,14.6,9.8,0.0,5.4,6.6,19.7,0.0,0.1,0.1,.094,-3.1,0.6,-2.5,0.0,
11,Kevin Grevey,30,SG,5,27,2.1,.344,.000,.667,0.0,7.8,4.2,5.2,0.0,0.0,7.9,20.1,-0.1,0.0,0.0,-0.078,-5.3,-4.0,-9.3,0.0,
12,Harvey Catchings,32,PF,5,25,0.1,.521,.000,1.000,9.9,12.6,11.4,5.3,0.0,0.0,41.0,8.4,0.0,0.0,0.0,.003,-6.8,-1.2,-8.0,0.0,
