Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Jerry Stackhouse,25,SG,3,3,120,15.3,.509,.119,.525,1.0,12.0,6.3,21.7,0.9,0.0,16.2,35.3,-0.1,0.1,0.0,.003,2.7,-2.0,0.7,0.1,
2,Lindsey Hunter,29,PG,3,3,93,5.6,.361,.281,.188,0.0,9.9,4.8,11.3,2.9,0.9,12.6,20.8,-0.3,0.2,-0.2,-0.080,-3.2,0.3,-2.9,0.0,
3,Michael Curry,31,SG,3,1,79,11.4,.546,.000,.261,0.0,5.0,2.4,8.8,0.7,1.0,7.2,17.1,0.1,0.1,0.1,.087,0.5,0.4,0.9,0.1,
4,Terry Mills,32,PF,3,3,77,11.5,.787,.600,.133,0.0,10.2,4.9,2.8,1.4,0.0,11.2,11.3,0.2,0.1,0.3,.165,1.6,1.5,3.1,0.1,
5,Christian Laettner,30,C,3,3,75,8.6,.487,.000,.471,3.3,22.7,12.7,16.3,0.0,1.1,12.8,15.3,0.0,0.1,0.1,.077,-2.7,0.7,-2.1,0.0,
6,Jerome Williams,26,PF,3,0,73,9.8,.428,.000,.571,11.8,25.1,18.2,5.6,2.2,0.0,14.6,13.7,-0.1,0.1,0.1,.056,-1.0,-0.6,-1.6,0.0,
7,Grant Hill,27,SF,2,2,55,9.5,.539,.125,.625,0.0,26.2,12.7,34.5,1.0,0.0,32.9,27.0,-0.1,0.1,0.0,-0.038,-2.8,-0.6,-3.4,0.0,
8,John Crotty,30,PG,3,0,51,-0.6,.276,.300,.200,0.0,10.3,5.0,14.4,1.0,1.6,26.9,14.3,-0.2,0.1,-0.1,-0.126,-6.5,-1.7,-8.2,-0.1,
9,Mikki Moore,24,C,3,0,42,17.7,.580,.000,.667,20.5,15.6,18.1,15.4,1.3,0.0,20.5,22.7,0.1,0.1,0.2,.181,0.9,-0.4,0.5,0.0,
10,Jud Buechler,31,SF,3,0,34,4.8,.429,.714,.000,0.0,15.4,7.5,5.6,0.0,2.3,0.0,10.1,0.0,0.0,0.0,.050,-1.5,0.6,-0.9,0.0,
11,Loy Vaught,31,PF,2,0,16,2.0,.000,.000,.000,7.7,40.9,23.8,0.0,6.7,0.0,25.0,12.2,-0.1,0.1,0.0,-0.134,-5.6,1.3,-4.3,0.0,
12,Eric Montross,28,C,2,0,5,-1.0,,,,0.0,52.4,25.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.107,-9.0,1.8,-7.2,0.0,
