Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Darren Collison,29,PG,68,64,2063,15.3,.570,.245,.239,1.3,7.1,4.3,24.5,1.6,0.4,12.6,19.8,3.1,0.8,3.9,.091,0.3,-1.2,-0.9,0.6,
2,DeMarcus Cousins,26,C,55,55,1891,26.5,.562,.239,.491,7.1,28.3,17.8,27.4,2.0,3.6,13.2,37.5,3.4,2.6,6.0,.153,5.6,1.6,7.2,4.4,AS
3,Ty Lawson,29,PG,69,24,1732,15.4,.551,.226,.416,3.0,8.9,6.0,29.9,2.2,0.3,17.3,19.5,2.2,1.0,3.2,.088,-0.2,-0.8,-1.0,0.4,
4,Garrett Temple,30,SG,65,20,1728,11.2,.545,.509,.171,2.2,10.1,6.2,14.4,2.5,1.5,14.4,14.2,0.9,1.3,2.2,.061,-1.5,0.8,-0.8,0.5,
5,Arron Afflalo,31,SG,61,45,1580,8.9,.559,.360,.221,0.7,8.4,4.6,7.4,0.7,0.3,8.4,14.4,1.2,0.2,1.4,.043,-2.1,-1.5,-3.6,-0.7,
6,Anthony Tolliver,31,PF,65,9,1477,11.1,.595,.655,.234,4.0,14.4,9.3,7.7,1.2,1.2,12.6,13.6,1.5,0.8,2.3,.075,-0.1,-0.8,-1.0,0.4,
7,Willie Cauley-Stein,23,C,75,21,1421,16.3,.558,.004,.314,7.0,20.4,13.8,9.4,1.9,2.8,11.2,19.7,1.4,1.5,2.9,.100,-1.2,0.2,-1.0,0.3,
8,Kosta Koufos,27,C,71,62,1419,13.8,.560,.003,.158,9.7,23.0,16.4,5.3,1.3,3.1,12.7,15.3,1.2,1.4,2.6,.089,-2.1,-0.4,-2.5,-0.2,
9,Matt Barnes,36,SF,54,13,1367,10.2,.501,.551,.172,4.7,19.9,12.4,16.3,1.3,1.1,16.8,16.4,-0.1,1.0,1.0,.034,-1.6,-0.1,-1.6,0.1,
10,Ben McLemore,23,SG,61,27,1176,9.8,.538,.406,.222,1.9,10.7,6.3,6.9,1.2,0.5,11.9,20.1,-0.1,0.5,0.4,.015,-2.5,-1.7,-4.2,-0.6,
11,Rudy Gay,30,SF,30,30,1013,17.9,.559,.256,.312,4.0,17.5,10.8,14.1,2.2,2.3,12.8,25.8,0.8,1.0,1.8,.087,1.4,0.5,1.9,1.0,
12,Buddy Hield,24,SG,25,18,727,14.9,.600,.466,.145,2.6,13.7,8.2,10.3,1.4,0.3,14.4,22.9,0.4,0.4,0.8,.053,1.1,-1.9,-0.8,0.2,ROY-4
13,Skal Labissière,20,PF,33,12,612,16.8,.577,.037,.339,9.7,20.7,15.3,7.5,1.3,1.9,12.9,21.3,0.7,0.5,1.3,.099,-0.9,-1.4,-2.3,0.0,
14,Omri Casspi,28,PF,22,2,397,11.4,.511,.248,.179,5.9,20.2,13.1,10.1,1.3,0.2,11.9,16.3,0.1,0.3,0.4,.043,-1.8,-0.9,-2.6,-0.1,
15,Langston Galloway,25,PG,19,2,375,8.0,.522,.385,.115,2.2,8.5,5.4,11.2,0.8,0.2,14.1,15.4,0.0,0.1,0.1,.007,-2.6,-2.1,-4.7,-0.3,
16,Georgios Papagiannis,19,C,22,0,355,12.7,.573,.020,.137,7.9,20.0,14.0,9.0,0.4,4.4,18.2,16.9,0.1,0.3,0.4,.057,-3.1,-0.6,-3.8,-0.2,
17,Tyreke Evans,27,SF,14,6,314,14.9,.516,.336,.238,2.6,16.0,9.4,17.7,1.9,1.5,12.2,26.0,0.0,0.3,0.2,.034,1.0,-0.1,0.9,0.2,
18,Malachi Richardson,21,SG,22,0,198,9.6,.517,.412,.279,1.8,11.5,6.7,8.7,1.3,0.5,9.5,19.3,0.0,0.1,0.1,.028,-3.4,-1.4,-4.8,-0.1,
19,Jordan Farmar,30,PG,2,0,35,14.4,.500,.750,.000,3.3,6.5,5.0,38.6,2.9,0.0,20.0,19.4,0.0,0.0,0.0,.063,2.8,-0.7,2.1,0.0,
